timestamp_utc,from_zone,to_zone,atc_mw,ntc_mw,scheduled_flow_mw,congestion_rent_eur_mwh,redispatch_volume_mw,curtailment_mw
2026-01-05T22:00:00Z,DE-LU,NL,1935.0,3479.0,-2552.0,0,0,0
2026-01-05T22:00:00Z,DE-LU,PL,3346.0,4142.0,75.0,0,0,0
2026-01-05T22:00:00Z,DE-LU,CZ,837.0,2062.0,1617.0,0,0,0
2026-01-05T22:00:00Z,DE-LU,DK1,346.0,927.0,-454.0,4.79,0,0
2026-01-05T23:00:00Z,DE-LU,AT,1390.0,2460.0,597.0,0,0,0
2026-01-05T23:00:00Z,DE-LU,FR,888.0,1723.0,395.0,0,0,0
2026-01-05T23:00:00Z,DE-LU,NL,1500.0,3508.0,2673.0,0,0,0
2026-01-05T23:00:00Z,DE-LU,PL,2758.0,3384.0,208.0,0,0,0
2026-01-05T23:00:00Z,DE-LU,CZ,1994.0,3470.0,-2240.0,0,0,0
2026-01-05T23:00:00Z,DE-LU,DK1,1657.0,1818.0,1252.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,AT,2092.0,3276.0,1391.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,FR,3845.0,4218.0,-1178.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,NL,904.0,1380.0,-819.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,PL,1631.0,3108.0,-1271.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,CZ,897.0,1431.0,320.0,0,0,0
2026-01-06T00:00:00Z,DE-LU,DK1,1504.0,2897.0,2033.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,AT,1678.0,3923.0,-2392.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,FR,2213.0,3081.0,2031.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,NL,1550.0,4071.0,-1047.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,PL,1681.0,2754.0,1510.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,CZ,1676.0,4458.0,-760.0,0,0,0
2026-01-06T01:00:00Z,DE-LU,DK1,1364.0,4243.0,2292.0,5.7,0,0
2026-01-06T02:00:00Z,DE-LU,AT,643.0,1233.0,179.0,0,0,0
2026-01-06T02:00:00Z,DE-LU,FR,2709.0,3003.0,-1744.0,0,0,0
2026-01-06T02:00:00Z,DE-LU,NL,1421.0,2776.0,-1342.0,0,0,0
2026-01-06T02:00:00Z,DE-LU,PL,443.0,832.0,176.0,0,0,0
2026-01-06T02:00:00Z,DE-LU,CZ,1694.0,3288.0,-47.0,0,0,0
2026-01-06T02:00:00Z,DE-LU,DK1,1062.0,1378.0,-995.0,0,0,18.0
2026-01-06T03:00:00Z,DE-LU,AT,953.0,1658.0,-1289.0,0,0,0
2026-01-06T03:00:00Z,DE-LU,FR,1229.0,1449.0,801.0,0,0,0
2026-01-06T03:00:00Z,DE-LU,NL,1282.0,3089.0,-1155.0,0,0,0
2026-01-06T03:00:00Z,DE-LU,PL,1844.0,3210.0,1698.0,0,0,0
2026-01-06T03:00:00Z,DE-LU,CZ,779.0,964.0,-256.0,0,0,0
2026-01-06T03:00:00Z,DE-LU,DK1,1952.0,3748.0,709.0,0,0,0
2026-01-06T04:00:00Z,DE-LU,AT,891.0,2415.0,345.0,0.1,0,0
2026-01-06T04:00:00Z,DE-LU,FR,1064.0,1201.0,-234.0,0,0,0
2026-01-06T04:00:00Z,DE-LU,NL,777.0,901.0,339.0,0,0,0
2026-01-06T04:00:00Z,DE-LU,PL,2713.0,3947.0,2399.0,0,0,0
2026-01-06T04:00:00Z,DE-LU,CZ,480.0,1131.0,217.0,0,0,0
2026-01-06T04:00:00Z,DE-LU,DK1,2536.0,4234.0,1762.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,AT,2969.0,3712.0,-2816.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,FR,1011.0,2805.0,1728.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,NL,1350.0,1529.0,-329.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,PL,1348.0,1462.0,-762.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,CZ,1228.0,1353.0,1010.0,0,0,0
2026-01-06T05:00:00Z,DE-LU,DK1,554.0,1172.0,-727.0,0,0,0
2026-01-06T06:00:00Z,DE-LU,AT,2040.0,4029.0,1359.0,0,0,0
2026-01-06T06:00:00Z,DE-LU,FR,2013.0,2505.0,1723.0,0,0,0
2026-01-06T06:00:00Z,DE-LU,NL,1561.0,4065.0,-3168.0,6.32,40.0,0
2026-01-06T06:00:00Z,DE-LU,PL,2030.0,3304.0,-2307.0,0,0,0
2026-01-06T06:00:00Z,DE-LU,CZ,1426.0,2258.0,444.0,0,0,0
2026-01-06T06:00:00Z,DE-LU,DK1,1099.0,2837.0,-240.0,1.24,0.0,0
2026-01-06T07:00:00Z,DE-LU,AT,1666.0,2834.0,2138.0,0,0,0
2026-01-06T07:00:00Z,DE-LU,FR,961.0,1662.0,-97.0,0,0,7.0
2026-01-06T07:00:00Z,DE-LU,NL,1576.0,2300.0,-52.0,0,0,0
2026-01-06T07:00:00Z,DE-LU,PL,874.0,1427.0,-333.0,0,0,0
2026-01-06T07:00:00Z,DE-LU,CZ,2140.0,2912.0,-2317.0,0,0,0
2026-01-06T07:00:00Z,DE-LU,DK1,1135.0,1544.0,-1157.0,0,0,17.0
2026-01-06T08:00:00Z,DE-LU,AT,2838.0,4362.0,2576.0,0,0,0
2026-01-06T08:00:00Z,DE-LU,FR,1210.0,3139.0,-1973.0,7.67,70.0,0
2026-01-06T08:00:00Z,DE-LU,NL,2136.0,2557.0,1807.0,0,0,0
2026-01-06T08:00:00Z,DE-LU,PL,2179.0,3161.0,-2480.0,0,0,0
2026-01-06T08:00:00Z,DE-LU,CZ,1271.0,2649.0,516.0,0,0,0
2026-01-06T08:00:00Z,DE-LU,DK1,1071.0,3035.0,416.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,AT,1525.0,3521.0,1284.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,FR,1009.0,1485.0,-684.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,NL,2416.0,2918.0,721.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,PL,1995.0,4222.0,-1442.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,CZ,1658.0,3463.0,2296.0,0,0,0
2026-01-06T09:00:00Z,DE-LU,DK1,1390.0,3974.0,357.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,AT,682.0,940.0,366.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,FR,1058.0,1515.0,253.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,NL,1198.0,3711.0,1673.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,PL,2296.0,2818.0,1548.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,CZ,1632.0,1818.0,298.0,0,0,0
2026-01-06T10:00:00Z,DE-LU,DK1,1388.0,4041.0,-380.0,1.77,0,0
2026-01-06T11:00:00Z,DE-LU,AT,2237.0,2952.0,-296.0,0,0,0
2026-01-06T11:00:00Z,DE-LU,FR,436.0,1063.0,-439.0,0,0,0
2026-01-06T11:00:00Z,DE-LU,NL,1444.0,4407.0,3054.0,0,0,0
2026-01-06T11:00:00Z,DE-LU,PL,1439.0,2982.0,-995.0,0,0,0
2026-01-06T11:00:00Z,DE-LU,CZ,1149.0,2380.0,419.0,0,0,0
2026-01-06T11:00:00Z,DE-LU,DK1,1991.0,3996.0,-2231.0,0,0,0
2026-01-06T12:00:00Z,DE-LU,AT,2153.0,4409.0,261.0,0,0,24.0
2026-01-06T12:00:00Z,DE-LU,FR,586.0,1034.0,-222.0,0,0,0
2026-01-06T12:00:00Z,DE-LU,NL,880.0,2118.0,-90.0,0,0,0
2026-01-06T12:00:00Z,DE-LU,PL,2553.0,3710.0,2120.0,0,0,0
2026-01-06T12:00:00Z,DE-LU,CZ,2636.0,4241.0,1893.0,0,0,0
2026-01-06T12:00:00Z,DE-LU,DK1,1004.0,1639.0,-1173.0,0,0,38.0
2026-01-06T13:00:00Z,DE-LU,AT,1798.0,3327.0,-1864.0,0,0,0
2026-01-06T13:00:00Z,DE-LU,FR,841.0,1690.0,-1250.0,0,0,0
2026-01-06T13:00:00Z,DE-LU,NL,2696.0,2909.0,1984.0,0,0,0
2026-01-06T13:00:00Z,DE-LU,PL,655.0,2047.0,-362.0,2.39,0,0
2026-01-06T13:00:00Z,DE-LU,CZ,747.0,1026.0,-80.0,0,0,0
2026-01-06T13:00:00Z,DE-LU,DK1,556.0,1370.0,942.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,AT,1206.0,1646.0,-1097.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,FR,2847.0,3492.0,1704.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,NL,382.0,880.0,358.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,PL,2039.0,3271.0,-908.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,CZ,484.0,1091.0,-217.0,0,0,0
2026-01-06T14:00:00Z,DE-LU,DK1,547.0,1297.0,883.0,0,0,0
2026-01-06T15:00:00Z,DE-LU,AT,816.0,1183.0,-85.0,0,0,0
2026-01-06T15:00:00Z,DE-LU,FR,1827.0,2657.0,-965.0,0,0,0
2026-01-06T15:00:00Z,DE-LU,NL,314.0,826.0,-5.0,2.51,68.0,0
2026-01-06T15:00:00Z,DE-LU,PL,1902.0,3679.0,-2468.0,0,0,0
2026-01-06T15:00:00Z,DE-LU,CZ,1118.0,3362.0,-504.0,8.49,0,0
2026-01-06T15:00:00Z,DE-LU,DK1,866.0,1582.0,-947.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,AT,1599.0,3575.0,-545.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,FR,1588.0,1734.0,-676.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,NL,1081.0,2961.0,-926.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,PL,1046.0,2083.0,173.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,CZ,1996.0,2374.0,1161.0,0,0,0
2026-01-06T16:00:00Z,DE-LU,DK1,1072.0,2017.0,-290.0,0,0,0
2026-01-06T17:00:00Z,DE-LU,AT,622.0,1647.0,100.0,10.91,51.0,0
2026-01-06T17:00:00Z,DE-LU,FR,3824.0,4330.0,442.0,0,0,0
2026-01-06T17:00:00Z,DE-LU,NL,2808.0,4150.0,-939.0,0,0,0
2026-01-06T17:00:00Z,DE-LU,PL,2567.0,3698.0,1557.0,0,0,0
2026-01-06T17:00:00Z,DE-LU,CZ,2370.0,2580.0,-669.0,0,0,0
2026-01-06T17:00:00Z,DE-LU,DK1,2053.0,4163.0,-1627.0,0,0,0
2026-01-06T18:00:00Z,DE-LU,AT,779.0,2061.0,370.0,0,0,0
2026-01-06T18:00:00Z,DE-LU,FR,2301.0,3235.0,1072.0,0,0,0
2026-01-06T18:00:00Z,DE-LU,NL,302.0,1004.0,335.0,7.18,2.0,0
2026-01-06T18:00:00Z,DE-LU,PL,1837.0,2666.0,1266.0,0,0,1.0
2026-01-06T18:00:00Z,DE-LU,CZ,541.0,1094.0,-209.0,0,0,0
2026-01-06T18:00:00Z,DE-LU,DK1,1756.0,4197.0,1574.0,0,0,0
2026-01-06T19:00:00Z,DE-LU,AT,1077.0,1501.0,640.0,0,0,0
2026-01-06T19:00:00Z,DE-LU,FR,3308.0,4027.0,-2131.0,0,0,0
2026-01-06T19:00:00Z,DE-LU,NL,1420.0,2833.0,-1283.0,0,0,27.0
2026-01-06T19:00:00Z,DE-LU,PL,2279.0,2429.0,1300.0,0,0,0
2026-01-06T19:00:00Z,DE-LU,CZ,3054.0,3888.0,-974.0,0,0,0
2026-01-06T19:00:00Z,DE-LU,DK1,1599.0,3087.0,-153.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,AT,824.0,2011.0,-906.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,FR,926.0,1870.0,889.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,NL,560.0,1121.0,578.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,PL,682.0,1523.0,886.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,CZ,3662.0,4475.0,740.0,0,0,0
2026-01-06T20:00:00Z,DE-LU,DK1,1034.0,1596.0,55.0,0,0,0
2026-01-06T21:00:00Z,DE-LU,AT,1295.0,3086.0,-1674.0,0,0,0
2026-01-06T21:00:00Z,DE-LU,FR,2065.0,2273.0,1180.0,0,0,0
2026-01-06T21:00:00Z,DE-LU,NL,642.0,1667.0,857.0,1.62,0,0
2026-01-06T21:00:00Z,DE-LU,PL,1022.0,2650.0,-1307.0,0,0,0
2026-01-06T21:00:00Z,DE-LU,CZ,2341.0,2814.0,161.0,0,0,0
2026-01-06T21:00:00Z,DE-LU,DK1,2112.0,3465.0,1659.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,AT,2643.0,3893.0,-2038.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,FR,374.0,824.0,430.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,NL,2812.0,3123.0,2315.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,PL,1685.0,3854.0,2814.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,CZ,2765.0,4265.0,2799.0,0,0,0
2026-01-06T22:00:00Z,DE-LU,DK1,508.0,895.0,-165.0,0,0,0
2026-01-06T23:00:00Z,DE-LU,AT,2270.0,2450.0,-1895.0,0,0,0
2026-01-06T23:00:00Z,DE-LU,FR,1477.0,1873.0,1412.0,0,0,17.0
2026-01-06T23:00:00Z,DE-LU,NL,3621.0,4207.0,1474.0,0,0,0
2026-01-06T23:00:00Z,DE-LU,PL,2193.0,2542.0,1138.0,0,0,0
2026-01-06T23:00:00Z,DE-LU,CZ,2642.0,4264.0,-3167.0,0,0,0
2026-01-06T23:00:00Z,DE-LU,DK1,2638.0,3079.0,804.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,AT,1383.0,1626.0,-231.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,FR,1404.0,1662.0,-261.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,NL,2998.0,3692.0,447.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,PL,3216.0,3453.0,1570.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,CZ,1909.0,4445.0,2727.0,0,0,0
2026-01-07T00:00:00Z,DE-LU,DK1,1604.0,3774.0,2036.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,AT,547.0,1452.0,-126.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,FR,2055.0,3911.0,2882.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,NL,2987.0,3814.0,1929.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,PL,560.0,1254.0,-915.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,CZ,504.0,1185.0,-702.0,0,0,0
2026-01-07T01:00:00Z,DE-LU,DK1,840.0,2026.0,-1365.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,AT,1505.0,2705.0,-1993.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,FR,835.0,1693.0,872.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,NL,386.0,1157.0,-74.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,PL,975.0,1627.0,568.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,CZ,1714.0,4183.0,-2864.0,0,0,0
2026-01-07T02:00:00Z,DE-LU,DK1,1202.0,1596.0,-1015.0,0,0,13.0
