timestamp_utc,delivery_start,delivery_end,product_type,vwap_eur_mwh,high_eur_mwh,low_eur_mwh,last_eur_mwh,volume_mwh,num_trades,id3_index_eur_mwh,day_ahead_price_eur_mwh,spread_id_vs_da_eur_mwh
2026-01-05T13:45:00Z,2026-01-05 13:45,2026-01-05 14:00,QH,100.95,105.19,97.31,103.21,91.2,15,103.3,97.41,3.55
2026-01-05T14:00:00Z,2026-01-05 14:00,2026-01-05 14:15,QH,101.88,103.85,93.62,98.23,87.7,25,100.13,90.7,11.18
2026-01-05T14:15:00Z,2026-01-05 14:15,2026-01-05 14:30,QH,80.52,90.65,73.57,77.6,111.8,22,80.82,94.11,-13.59
2026-01-05T14:30:00Z,2026-01-05 14:30,2026-01-05 14:45,QH,114.26,114.93,111.56,115.76,78.3,11,116.9,98.74,15.52
2026-01-05T14:45:00Z,2026-01-05 14:45,2026-01-05 15:00,QH,94.69,97.82,91.65,94.13,120.1,59,95.72,94.33,0.36
2026-01-05T15:00:00Z,2026-01-05 15:00,2026-01-05 15:15,QH,103.2,104.03,97.99,105.17,57.4,14,100.15,87.48,15.72
2026-01-05T15:15:00Z,2026-01-05 15:15,2026-01-05 15:30,QH,83.01,96.25,70.03,84.9,50.5,6,80.15,100.46,-17.46
2026-01-05T15:30:00Z,2026-01-05 15:30,2026-01-05 15:45,QH,88.6,91.97,81.67,88.21,78.3,28,89.76,85.23,3.36
2026-01-05T15:45:00Z,2026-01-05 15:45,2026-01-05 16:00,QH,100.52,105.05,98.99,99.27,112.0,28,101.74,92.63,7.89
2026-01-05T16:00:00Z,2026-01-05 16:00,2026-01-05 16:15,QH,95.9,96.61,95.8,92.78,87.7,14,96.41,95.34,0.57
2026-01-05T16:15:00Z,2026-01-05 16:15,2026-01-05 16:30,QH,86.11,89.74,82.37,87.84,97.9,27,85.44,91.49,-5.37
2026-01-05T16:30:00Z,2026-01-05 16:30,2026-01-05 16:45,QH,81.61,87.97,78.23,87.69,52.3,11,81.8,91.01,-9.4
2026-01-05T16:45:00Z,2026-01-05 16:45,2026-01-05 17:00,QH,119.05,122.79,115.01,114.84,77.7,13,120.63,93.7,25.35
2026-01-05T17:00:00Z,2026-01-05 17:00,2026-01-05 17:15,QH,99.27,100.42,95.32,98.77,68.5,12,101.17,86.33,12.93
2026-01-05T17:15:00Z,2026-01-05 17:15,2026-01-05 17:30,QH,101.32,106.49,100.99,104.73,89.6,13,102.07,94.55,6.77
2026-01-05T17:30:00Z,2026-01-05 17:30,2026-01-05 17:45,QH,103.31,113.99,100.79,97.19,110.8,44,104.69,85.9,17.41
2026-01-05T17:45:00Z,2026-01-05 17:45,2026-01-05 18:00,QH,110.09,115.97,104.43,108.65,86.1,13,110.63,92.01,18.09
2026-01-05T18:00:00Z,2026-01-05 18:00,2026-01-05 18:15,QH,75.29,75.81,72.23,68.79,76.7,17,74.46,87.71,-12.42
2026-01-05T18:15:00Z,2026-01-05 18:15,2026-01-05 18:30,QH,84.62,85.81,82.61,85.99,80.1,10,85.24,85.39,-0.77
2026-01-05T18:30:00Z,2026-01-05 18:30,2026-01-05 18:45,QH,76.01,77.05,66.86,74.85,123.2,53,72.6,95.62,-19.61
2026-01-05T18:45:00Z,2026-01-05 18:45,2026-01-05 19:00,QH,89.73,96.56,86.04,93.59,89.5,25,89.25,89.09,0.65
2026-01-05T19:00:00Z,2026-01-05 19:00,2026-01-05 19:15,QH,89.4,94.68,85.83,93.57,98.8,16,89.99,82.8,6.6
2026-01-05T19:15:00Z,2026-01-05 19:15,2026-01-05 19:30,QH,81.83,84.53,80.88,74.33,65.6,14,78.26,82.43,-0.6
2026-01-05T19:30:00Z,2026-01-05 19:30,2026-01-05 19:45,QH,69.52,69.85,60.68,60.48,81.7,14,69.06,88.41,-18.89
2026-01-05T19:45:00Z,2026-01-05 19:45,2026-01-05 20:00,QH,76.72,77.39,75.7,78.49,132.6,23,76.01,86.11,-9.39
2026-01-05T20:00:00Z,2026-01-05 20:00,2026-01-05 20:15,QH,42.71,50.87,35.0,43.92,84.6,23,42.12,46.66,-3.95
2026-01-05T20:15:00Z,2026-01-05 20:15,2026-01-05 20:30,QH,29.24,30.74,24.19,31.18,96.4,20,27.1,50.02,-20.78
2026-01-05T20:30:00Z,2026-01-05 20:30,2026-01-05 20:45,QH,49.91,51.71,47.82,48.28,112.9,17,50.25,46.14,3.77
2026-01-05T20:45:00Z,2026-01-05 20:45,2026-01-05 21:00,QH,45.78,51.17,45.21,48.58,105.5,19,46.0,48.57,-2.8
2026-01-05T21:00:00Z,2026-01-05 21:00,2026-01-05 21:15,QH,51.19,55.9,49.67,52.01,102.0,16,53.31,51.76,-0.57
2026-01-05T21:15:00Z,2026-01-05 21:15,2026-01-05 21:30,QH,63.2,70.01,58.81,64.47,82.9,11,65.17,56.81,6.39
2026-01-05T21:30:00Z,2026-01-05 21:30,2026-01-05 21:45,QH,48.21,59.47,47.81,50.34,82.8,14,50.44,54.1,-5.9
2026-01-05T21:45:00Z,2026-01-05 21:45,2026-01-05 22:00,QH,32.46,35.14,29.85,30.23,95.0,44,33.52,50.11,-17.65
2026-01-05T22:00:00Z,2026-01-05 22:00,2026-01-05 22:15,QH,57.38,59.06,54.96,55.57,81.5,22,58.7,45.68,11.7
2026-01-05T22:15:00Z,2026-01-05 22:15,2026-01-05 22:30,QH,41.08,44.61,39.86,42.52,90.7,11,40.8,58.8,-17.72
2026-01-05T22:30:00Z,2026-01-05 22:30,2026-01-05 22:45,QH,55.3,56.77,46.91,51.99,75.7,33,57.52,50.68,4.62
2026-01-05T22:45:00Z,2026-01-05 22:45,2026-01-05 23:00,QH,45.27,46.28,40.22,42.38,103.1,36,45.41,36.91,8.35
2026-01-05T23:00:00Z,2026-01-05 23:00,2026-01-05 23:15,QH,52.55,58.11,51.2,50.81,67.2,8,54.33,48.05,4.5
2026-01-05T23:15:00Z,2026-01-05 23:15,2026-01-05 23:30,QH,44.75,47.14,37.4,45.73,116.0,30,45.8,45.55,-0.8
2026-01-05T23:30:00Z,2026-01-05 23:30,2026-01-05 23:45,QH,42.72,44.74,40.67,46.77,71.8,9,44.05,54.51,-11.78
2026-01-05T23:45:00Z,2026-01-05 23:45,2026-01-06 00:00,QH,69.08,71.97,62.44,67.37,47.7,7,68.4,55.39,13.69
2026-01-06T00:00:00Z,2026-01-06 00:00,2026-01-06 00:15,QH,49.99,58.05,45.38,51.69,70.8,17,52.33,40.75,9.23
2026-01-06T00:15:00Z,2026-01-06 00:15,2026-01-06 00:30,QH,35.72,39.09,32.3,34.2,76.1,15,36.14,45.6,-9.88
2026-01-06T00:30:00Z,2026-01-06 00:30,2026-01-06 00:45,QH,30.56,36.88,27.12,30.65,75.3,22,31.28,46.16,-15.6
2026-01-06T00:45:00Z,2026-01-06 00:45,2026-01-06 01:00,QH,38.65,42.92,36.23,38.6,17.4,7,38.16,49.73,-11.08
2026-01-06T01:00:00Z,2026-01-06 01:00,2026-01-06 01:15,QH,36.13,46.42,35.93,42.11,74.0,17,32.08,45.98,-9.85
2026-01-06T01:15:00Z,2026-01-06 01:15,2026-01-06 01:30,QH,33.11,35.24,19.39,31.1,31.2,6,34.77,40.95,-7.84
2026-01-06T01:30:00Z,2026-01-06 01:30,2026-01-06 01:45,QH,40.59,47.11,35.03,36.6,132.3,62,45.22,42.3,-1.72
2026-01-06T01:45:00Z,2026-01-06 01:45,2026-01-06 02:00,QH,46.38,46.86,44.19,45.38,101.7,28,47.78,44.53,1.85
2026-01-06T02:00:00Z,2026-01-06 02:00,2026-01-06 02:15,QH,47.67,47.94,45.73,49.04,132.3,24,46.96,40.78,6.89
2026-01-06T02:15:00Z,2026-01-06 02:15,2026-01-06 02:30,QH,35.39,37.87,31.46,39.58,40.4,14,36.13,37.26,-1.87
2026-01-06T02:30:00Z,2026-01-06 02:30,2026-01-06 02:45,QH,45.99,48.46,43.28,44.27,75.5,22,45.18,41.57,4.41
2026-01-06T02:45:00Z,2026-01-06 02:45,2026-01-06 03:00,QH,32.62,33.38,21.49,33.7,86.0,13,36.0,41.55,-8.94
2026-01-06T03:00:00Z,2026-01-06 03:00,2026-01-06 03:15,QH,36.91,43.68,30.33,31.55,98.1,21,40.3,40.51,-3.6
2026-01-06T03:15:00Z,2026-01-06 03:15,2026-01-06 03:30,QH,48.19,52.22,45.27,43.59,78.2,12,48.36,49.44,-1.25
2026-01-06T03:30:00Z,2026-01-06 03:30,2026-01-06 03:45,QH,27.26,38.2,17.82,25.56,46.8,8,25.96,40.29,-13.02
2026-01-06T03:45:00Z,2026-01-06 03:45,2026-01-06 04:00,QH,20.9,30.36,17.62,20.36,120.0,33,17.8,38.61,-17.71
2026-01-06T04:00:00Z,2026-01-06 04:00,2026-01-06 04:15,QH,37.16,37.75,30.21,36.91,45.8,11,36.91,41.59,-4.43
2026-01-06T04:15:00Z,2026-01-06 04:15,2026-01-06 04:30,QH,17.32,21.79,12.54,16.83,104.4,31,15.92,40.55,-23.23
2026-01-06T04:30:00Z,2026-01-06 04:30,2026-01-06 04:45,QH,63.52,69.18,62.18,61.07,20.4,3,62.73,40.64,22.89
2026-01-06T04:45:00Z,2026-01-06 04:45,2026-01-06 05:00,QH,67.28,67.65,64.92,66.61,70.0,9,69.56,47.94,19.34
2026-01-06T05:00:00Z,2026-01-06 05:00,2026-01-06 05:15,QH,13.93,16.97,13.26,12.73,41.4,5,13.02,36.95,-23.02
2026-01-06T05:15:00Z,2026-01-06 05:15,2026-01-06 05:30,QH,52.05,52.31,38.22,51.13,80.9,15,54.54,37.22,14.83
2026-01-06T05:30:00Z,2026-01-06 05:30,2026-01-06 05:45,QH,36.78,39.64,35.11,34.95,104.0,17,33.75,44.66,-7.88
2026-01-06T05:45:00Z,2026-01-06 05:45,2026-01-06 06:00,QH,41.74,45.84,39.46,42.42,158.4,22,41.49,43.15,-1.41
2026-01-06T06:00:00Z,2026-01-06 06:00,2026-01-06 06:15,QH,41.65,41.67,39.66,43.86,62.2,26,46.02,54.98,-13.33
2026-01-06T06:15:00Z,2026-01-06 06:15,2026-01-06 06:30,QH,22.7,25.62,18.94,23.61,71.1,8,20.64,49.62,-26.92
2026-01-06T06:30:00Z,2026-01-06 06:30,2026-01-06 06:45,QH,50.73,56.45,46.24,55.51,95.1,12,48.35,45.39,5.34
2026-01-06T06:45:00Z,2026-01-06 06:45,2026-01-06 07:00,QH,38.15,40.17,37.36,34.81,92.5,13,37.4,52.49,-14.34
2026-01-06T07:00:00Z,2026-01-06 07:00,2026-01-06 07:15,QH,70.56,70.8,62.97,71.28,108.1,14,68.46,77.88,-7.31
2026-01-06T07:15:00Z,2026-01-06 07:15,2026-01-06 07:30,QH,89.46,92.47,88.77,93.79,55.0,10,90.09,75.9,13.55
2026-01-06T07:30:00Z,2026-01-06 07:30,2026-01-06 07:45,QH,61.94,67.52,61.37,63.56,101.4,18,60.71,80.46,-18.52
2026-01-06T07:45:00Z,2026-01-06 07:45,2026-01-06 08:00,QH,54.55,55.14,51.23,46.83,85.0,19,51.21,78.92,-24.37
2026-01-06T08:00:00Z,2026-01-06 08:00,2026-01-06 08:15,QH,87.73,93.82,84.47,88.32,56.4,10,86.08,85.12,2.61
2026-01-06T08:15:00Z,2026-01-06 08:15,2026-01-06 08:30,QH,95.14,96.43,88.09,96.48,50.6,7,96.96,83.12,12.02
2026-01-06T08:30:00Z,2026-01-06 08:30,2026-01-06 08:45,QH,81.28,89.57,79.81,83.44,82.4,13,78.2,80.0,1.28
2026-01-06T08:45:00Z,2026-01-06 08:45,2026-01-06 09:00,QH,93.0,104.37,87.79,100.54,79.2,18,92.23,89.17,3.83
2026-01-06T09:00:00Z,2026-01-06 09:00,2026-01-06 09:15,QH,108.2,112.14,106.84,107.62,86.8,19,109.54,82.73,25.47
2026-01-06T09:15:00Z,2026-01-06 09:15,2026-01-06 09:30,QH,98.61,102.08,92.92,98.43,102.8,19,97.7,65.85,32.76
2026-01-06T09:30:00Z,2026-01-06 09:30,2026-01-06 09:45,QH,73.46,74.75,71.85,73.88,75.6,10,72.89,71.27,2.19
2026-01-06T09:45:00Z,2026-01-06 09:45,2026-01-06 10:00,QH,82.23,89.1,81.88,80.68,83.2,23,84.01,80.48,1.75
2026-01-06T10:00:00Z,2026-01-06 10:00,2026-01-06 10:15,QH,74.32,78.81,62.26,70.47,85.5,23,73.83,88.26,-13.94
2026-01-06T10:15:00Z,2026-01-06 10:15,2026-01-06 10:30,QH,82.56,88.17,81.43,84.82,67.4,16,84.82,82.41,0.15
2026-01-06T10:30:00Z,2026-01-06 10:30,2026-01-06 10:45,QH,74.56,79.66,69.52,68.81,120.9,34,72.76,97.58,-23.02
2026-01-06T10:45:00Z,2026-01-06 10:45,2026-01-06 11:00,QH,84.38,92.1,83.03,84.38,46.5,8,83.11,88.29,-3.92
2026-01-06T11:00:00Z,2026-01-06 11:00,2026-01-06 11:15,QH,70.27,70.57,66.67,73.03,109.2,18,72.3,81.53,-11.26
2026-01-06T11:15:00Z,2026-01-06 11:15,2026-01-06 11:30,QH,77.62,82.67,74.7,77.39,99.8,32,77.66,84.01,-6.4
2026-01-06T11:30:00Z,2026-01-06 11:30,2026-01-06 11:45,QH,81.56,85.76,78.7,79.33,13.5,3,78.72,91.76,-10.2
2026-01-06T11:45:00Z,2026-01-06 11:45,2026-01-06 12:00,QH,94.63,97.75,92.65,98.27,82.9,26,94.48,86.52,8.1
2026-01-06T12:00:00Z,2026-01-06 12:00,2026-01-06 12:15,QH,122.14,126.61,114.28,123.23,112.9,26,122.39,84.49,37.65
2026-01-06T12:15:00Z,2026-01-06 12:15,2026-01-06 12:30,QH,91.24,100.33,90.17,90.4,77.9,13,91.15,86.88,4.35
2026-01-06T12:30:00Z,2026-01-06 12:30,2026-01-06 12:45,QH,87.19,89.33,84.83,81.82,76.5,22,86.93,88.7,-1.51
2026-01-06T12:45:00Z,2026-01-06 12:45,2026-01-06 13:00,QH,86.15,88.39,80.54,86.95,75.6,20,86.9,93.1,-6.95
2026-01-06T13:00:00Z,2026-01-06 13:00,2026-01-06 13:15,QH,75.24,76.59,67.98,77.6,88.9,19,73.28,94.87,-19.63
2026-01-06T13:15:00Z,2026-01-06 13:15,2026-01-06 13:30,QH,88.01,93.33,81.54,89.36,58.8,23,87.72,81.98,6.04
2026-01-06T13:30:00Z,2026-01-06 13:30,2026-01-06 13:45,QH,82.45,87.75,81.76,83.07,42.6,10,80.9,92.29,-9.84
2026-01-06T13:45:00Z,2026-01-06 13:45,2026-01-06 14:00,QH,91.13,93.46,85.87,91.64,118.4,19,91.97,91.95,-0.82
2026-01-06T14:00:00Z,2026-01-06 14:00,2026-01-06 14:15,QH,89.21,91.11,80.13,86.44,66.8,10,87.94,78.13,11.08
2026-01-06T14:15:00Z,2026-01-06 14:15,2026-01-06 14:30,QH,88.88,92.98,87.63,87.58,94.7,30,93.38,85.66,3.22
2026-01-06T14:30:00Z,2026-01-06 14:30,2026-01-06 14:45,QH,84.75,86.72,72.83,88.17,51.3,9,80.65,97.89,-13.14
2026-01-06T14:45:00Z,2026-01-06 14:45,2026-01-06 15:00,QH,111.21,119.51,106.24,114.52,125.2,34,105.19,95.69,15.51
2026-01-06T15:00:00Z,2026-01-06 15:00,2026-01-06 15:15,QH,92.66,93.43,84.54,94.34,115.1,19,96.0,92.05,0.61
2026-01-06T15:15:00Z,2026-01-06 15:15,2026-01-06 15:30,QH,95.46,103.03,94.91,96.41,110.8,14,97.38,86.14,9.32
2026-01-06T15:30:00Z,2026-01-06 15:30,2026-01-06 15:45,QH,75.74,78.21,70.53,76.09,127.4,36,76.73,89.09,-13.35
2026-01-06T15:45:00Z,2026-01-06 15:45,2026-01-06 16:00,QH,96.06,99.25,93.18,99.14,81.4,15,93.73,89.39,6.68
2026-01-06T16:00:00Z,2026-01-06 16:00,2026-01-06 16:15,QH,93.16,98.19,93.09,88.38,87.6,11,92.61,93.43,-0.27
2026-01-06T16:15:00Z,2026-01-06 16:15,2026-01-06 16:30,QH,78.57,79.73,77.1,80.07,100.1,21,81.1,94.55,-15.99
2026-01-06T16:30:00Z,2026-01-06 16:30,2026-01-06 16:45,QH,88.0,98.38,85.37,87.83,70.8,12,86.22,80.8,7.2
2026-01-06T16:45:00Z,2026-01-06 16:45,2026-01-06 17:00,QH,76.08,80.83,75.34,76.7,63.6,10,73.23,80.81,-4.72
2026-01-06T17:00:00Z,2026-01-06 17:00,2026-01-06 17:15,QH,88.61,92.81,78.36,89.29,117.6,15,88.08,79.71,8.9
2026-01-06T17:15:00Z,2026-01-06 17:15,2026-01-06 17:30,QH,83.5,90.97,81.99,83.21,59.0,17,85.41,82.83,0.67
2026-01-06T17:30:00Z,2026-01-06 17:30,2026-01-06 17:45,QH,91.79,95.45,91.33,91.49,84.0,16,92.86,77.63,14.16
2026-01-06T17:45:00Z,2026-01-06 17:45,2026-01-06 18:00,QH,79.85,83.43,76.7,75.4,45.7,8,81.23,80.21,-0.36
2026-01-06T18:00:00Z,2026-01-06 18:00,2026-01-06 18:15,QH,78.59,82.66,76.9,80.77,86.8,27,76.11,75.84,2.74
2026-01-06T18:15:00Z,2026-01-06 18:15,2026-01-06 18:30,QH,74.47,82.93,70.66,76.5,37.1,5,67.67,76.27,-1.8
2026-01-06T18:30:00Z,2026-01-06 18:30,2026-01-06 18:45,QH,90.76,91.28,83.32,86.72,87.1,20,85.08,76.7,14.06
2026-01-06T18:45:00Z,2026-01-06 18:45,2026-01-06 19:00,QH,86.06,89.21,82.01,86.86,87.9,11,86.49,78.9,7.16
2026-01-06T19:00:00Z,2026-01-06 19:00,2026-01-06 19:15,QH,55.64,64.82,54.54,57.83,109.5,52,58.42,80.49,-24.85
2026-01-06T19:15:00Z,2026-01-06 19:15,2026-01-06 19:30,QH,78.41,81.69,77.26,77.41,104.8,43,77.32,84.3,-5.89
2026-01-06T19:30:00Z,2026-01-06 19:30,2026-01-06 19:45,QH,48.63,54.03,43.89,50.74,81.0,10,48.26,84.89,-36.26
2026-01-06T19:45:00Z,2026-01-06 19:45,2026-01-06 20:00,QH,88.4,91.01,87.4,91.26,95.5,19,85.8,73.03,15.38
2026-01-06T20:00:00Z,2026-01-06 20:00,2026-01-06 20:15,QH,43.4,49.04,39.2,42.25,103.2,15,40.77,44.59,-1.19
2026-01-06T20:15:00Z,2026-01-06 20:15,2026-01-06 20:30,QH,44.53,46.3,35.09,44.94,56.8,11,42.25,42.69,1.84
2026-01-06T20:30:00Z,2026-01-06 20:30,2026-01-06 20:45,QH,46.74,54.48,36.2,46.9,45.3,12,47.63,44.9,1.84
2026-01-06T20:45:00Z,2026-01-06 20:45,2026-01-06 21:00,QH,28.55,29.7,27.8,33.09,91.8,23,32.23,45.98,-17.43
2026-01-06T21:00:00Z,2026-01-06 21:00,2026-01-06 21:15,QH,59.46,68.38,59.33,54.58,62.6,8,61.35,39.03,20.44
2026-01-06T21:15:00Z,2026-01-06 21:15,2026-01-06 21:30,QH,18.29,27.83,13.39,20.95,90.9,30,18.42,53.0,-34.7
2026-01-06T21:30:00Z,2026-01-06 21:30,2026-01-06 21:45,QH,50.86,53.77,47.96,52.01,44.6,10,46.25,38.06,12.8
2026-01-06T21:45:00Z,2026-01-06 21:45,2026-01-06 22:00,QH,19.45,22.22,17.03,19.62,96.7,16,19.95,47.83,-28.38
