timestamp_utc,imbalance_price_long_eur_mwh,imbalance_price_short_eur_mwh,system_balance_mw,regulation_state,activated_reserves_mw,reserve_type
2026-01-07T04:15:00Z,30.97,71.42,-260.0,LONG,172.0,RR
2026-01-07T04:30:00Z,64.6,127.2,424.0,SHORT,174.0,RR
2026-01-07T04:45:00Z,67.76,151.68,356.0,SHORT,261.0,RR
2026-01-07T05:00:00Z,32.11,75.29,-222.0,LONG,133.0,RR
2026-01-07T05:15:00Z,62.84,135.06,339.0,SHORT,118.0,aFRR
2026-01-07T05:30:00Z,67.32,103.71,163.0,SHORT,54.0,mFRR
2026-01-07T05:45:00Z,67.92,75.56,-87.0,BALANCED,0,
2026-01-07T06:00:00Z,-0.29,77.19,-600.0,LONG,275.0,RR
2026-01-07T06:15:00Z,27.56,76.16,-380.0,LONG,278.0,aFRR
2026-01-07T06:30:00Z,65.03,72.46,-28.0,BALANCED,0,
2026-01-07T06:45:00Z,71.28,148.23,346.0,SHORT,262.0,RR
2026-01-07T07:00:00Z,70.52,72.06,-80.0,BALANCED,0,
2026-01-07T07:15:00Z,52.91,77.06,-109.0,LONG,44.0,RR
2026-01-07T07:30:00Z,70.61,72.02,-82.0,BALANCED,0,
2026-01-07T07:45:00Z,7.19,82.74,-507.0,LONG,354.0,mFRR
2026-01-07T08:00:00Z,67.31,74.78,93.0,BALANCED,0,
2026-01-07T08:15:00Z,66.89,168.1,553.0,SHORT,238.0,RR
2026-01-07T08:30:00Z,28.69,76.7,-331.0,LONG,110.0,aFRR
2026-01-07T08:45:00Z,39.3,73.1,-341.0,LONG,155.0,aFRR
2026-01-07T09:00:00Z,68.55,78.89,-60.0,BALANCED,0,
2026-01-07T09:15:00Z,32.48,76.82,-234.0,LONG,141.0,aFRR
2026-01-07T09:30:00Z,51.25,81.16,-119.0,LONG,71.0,aFRR
2026-01-07T09:45:00Z,67.81,75.3,-19.0,BALANCED,0,
2026-01-07T10:00:00Z,68.84,70.93,-76.0,BALANCED,0,
2026-01-07T10:15:00Z,66.32,140.78,461.0,SHORT,159.0,mFRR
2026-01-07T10:30:00Z,59.29,146.58,142.0,SHORT,76.0,RR
2026-01-07T10:45:00Z,67.37,74.57,86.0,BALANCED,0,
2026-01-07T11:00:00Z,69.65,73.79,9.0,BALANCED,0,
2026-01-07T11:15:00Z,68.37,122.08,365.0,SHORT,231.0,aFRR
2026-01-07T11:30:00Z,26.39,77.41,-290.0,LONG,170.0,mFRR
2026-01-07T11:45:00Z,71.72,124.64,226.0,SHORT,112.0,RR
2026-01-07T12:00:00Z,32.77,75.23,-178.0,LONG,111.0,aFRR
2026-01-07T12:15:00Z,64.19,128.85,436.0,SHORT,249.0,RR
2026-01-07T12:30:00Z,64.65,122.34,117.0,SHORT,87.0,aFRR
2026-01-07T12:45:00Z,34.68,74.63,-204.0,LONG,81.0,RR
2026-01-07T13:00:00Z,68.56,72.9,22.0,BALANCED,0,
2026-01-07T13:15:00Z,67.4,146.45,657.0,SHORT,302.0,RR
2026-01-07T13:30:00Z,72.49,76.45,30.0,BALANCED,0,
2026-01-07T13:45:00Z,35.29,77.27,-144.0,LONG,54.0,mFRR
2026-01-07T14:00:00Z,61.51,114.1,104.0,SHORT,76.0,RR
2026-01-07T14:15:00Z,70.8,74.48,-14.0,BALANCED,0,
2026-01-07T14:30:00Z,30.98,76.92,-241.0,LONG,171.0,RR
2026-01-07T14:45:00Z,-12.28,72.56,-754.0,LONG,276.0,RR
2026-01-07T15:00:00Z,34.75,75.86,-186.0,LONG,90.0,aFRR
2026-01-07T15:15:00Z,20.54,80.22,-510.0,LONG,357.0,RR
2026-01-07T15:30:00Z,68.96,73.54,-31.0,BALANCED,0,
2026-01-07T15:45:00Z,13.36,81.69,-473.0,LONG,282.0,mFRR
2026-01-07T16:00:00Z,69.44,103.09,106.0,SHORT,60.0,mFRR
2026-01-07T16:15:00Z,67.1,76.8,82.0,BALANCED,0,
2026-01-07T16:30:00Z,60.06,71.84,-170.0,LONG,108.0,mFRR
2026-01-07T16:45:00Z,34.31,80.5,-162.0,LONG,62.0,mFRR
2026-01-07T17:00:00Z,68.49,101.8,184.0,SHORT,120.0,RR
2026-01-07T17:15:00Z,21.07,78.91,-283.0,LONG,210.0,mFRR
2026-01-07T17:30:00Z,72.01,137.38,334.0,SHORT,234.0,aFRR
2026-01-07T17:45:00Z,65.76,90.18,162.0,SHORT,94.0,RR
2026-01-07T18:00:00Z,63.53,170.17,495.0,SHORT,241.0,RR
2026-01-07T18:15:00Z,70.43,136.78,413.0,SHORT,294.0,RR
2026-01-07T18:30:00Z,26.93,73.07,-124.0,LONG,85.0,aFRR
2026-01-07T18:45:00Z,69.21,77.35,92.0,BALANCED,0,
2026-01-07T19:00:00Z,53.57,81.98,-130.0,LONG,85.0,mFRR
2026-01-07T19:15:00Z,70.22,70.25,121.0,SHORT,39.0,mFRR
2026-01-07T19:30:00Z,69.91,73.7,20.0,BALANCED,0,
2026-01-07T19:45:00Z,48.71,78.8,-214.0,LONG,83.0,RR
2026-01-07T20:00:00Z,35.48,75.65,-204.0,LONG,98.0,mFRR
2026-01-07T20:15:00Z,71.29,75.72,-50.0,BALANCED,0,
2026-01-07T20:30:00Z,68.42,128.19,217.0,SHORT,104.0,RR
2026-01-07T20:45:00Z,-23.63,77.18,-823.0,LONG,281.0,RR
2026-01-07T21:00:00Z,22.62,78.42,-297.0,LONG,146.0,aFRR
2026-01-07T21:15:00Z,65.45,170.3,594.0,SHORT,423.0,aFRR
2026-01-07T21:30:00Z,9.95,80.66,-457.0,LONG,260.0,mFRR
2026-01-07T21:45:00Z,63.89,114.99,273.0,SHORT,103.0,aFRR
2026-01-07T22:00:00Z,55.39,72.14,-103.0,LONG,61.0,mFRR
2026-01-07T22:15:00Z,77.79,106.3,121.0,SHORT,55.0,RR
2026-01-07T22:30:00Z,67.29,112.99,208.0,SHORT,140.0,mFRR
2026-01-07T22:45:00Z,66.65,80.05,128.0,SHORT,65.0,RR
2026-01-07T23:00:00Z,65.1,114.95,355.0,SHORT,117.0,mFRR
2026-01-07T23:15:00Z,31.13,79.89,-338.0,LONG,238.0,mFRR
2026-01-07T23:30:00Z,45.84,74.66,-223.0,LONG,151.0,aFRR
2026-01-07T23:45:00Z,-6.56,82.29,-591.0,LONG,343.0,RR
2026-01-08T00:00:00Z,59.79,89.08,133.0,SHORT,94.0,aFRR
2026-01-08T00:15:00Z,62.25,151.74,341.0,SHORT,186.0,mFRR
2026-01-08T00:30:00Z,66.49,73.22,91.0,BALANCED,0,
2026-01-08T00:45:00Z,65.79,135.44,266.0,SHORT,129.0,mFRR
2026-01-08T01:00:00Z,61.37,134.16,337.0,SHORT,107.0,RR
2026-01-08T01:15:00Z,73.43,115.61,261.0,SHORT,187.0,RR
2026-01-08T01:30:00Z,69.64,73.4,-62.0,BALANCED,0,
2026-01-08T01:45:00Z,71.49,74.78,-88.0,BALANCED,0,
2026-01-08T02:00:00Z,70.86,104.1,250.0,SHORT,77.0,RR
2026-01-08T02:15:00Z,72.33,131.4,235.0,SHORT,114.0,mFRR
2026-01-08T02:30:00Z,68.47,141.7,502.0,SHORT,289.0,mFRR
2026-01-08T02:45:00Z,66.36,74.6,-97.0,BALANCED,0,
2026-01-08T03:00:00Z,65.96,76.1,-98.0,BALANCED,0,
2026-01-08T03:15:00Z,68.83,75.5,42.0,BALANCED,0,
2026-01-08T03:30:00Z,60.57,75.94,-127.0,LONG,56.0,aFRR
2026-01-08T03:45:00Z,68.21,74.89,88.0,BALANCED,0,
2026-01-08T04:00:00Z,70.16,116.0,153.0,SHORT,102.0,RR
2026-01-08T04:15:00Z,66.51,133.52,180.0,SHORT,112.0,RR
2026-01-08T04:30:00Z,67.29,97.94,153.0,SHORT,87.0,mFRR
2026-01-08T04:45:00Z,68.44,69.08,-19.0,BALANCED,0,
2026-01-08T05:00:00Z,68.06,104.13,315.0,SHORT,236.0,mFRR
2026-01-08T05:15:00Z,65.37,128.23,603.0,SHORT,202.0,aFRR
2026-01-08T05:30:00Z,71.14,109.35,257.0,SHORT,205.0,RR
2026-01-08T05:45:00Z,65.21,74.21,94.0,BALANCED,0,
2026-01-08T06:00:00Z,47.63,79.52,-111.0,LONG,51.0,mFRR
2026-01-08T06:15:00Z,41.96,78.51,-175.0,LONG,104.0,aFRR
2026-01-08T06:30:00Z,72.49,85.92,122.0,SHORT,62.0,aFRR
2026-01-08T06:45:00Z,69.68,74.35,2.0,BALANCED,0,
2026-01-08T07:00:00Z,62.35,114.32,153.0,SHORT,89.0,mFRR
2026-01-08T07:15:00Z,28.94,75.27,-201.0,LONG,126.0,RR
2026-01-08T07:30:00Z,30.15,70.48,-317.0,LONG,191.0,aFRR
2026-01-08T07:45:00Z,65.85,126.91,255.0,SHORT,93.0,mFRR
2026-01-08T08:00:00Z,17.21,74.11,-450.0,LONG,144.0,mFRR
2026-01-08T08:15:00Z,29.45,73.42,-197.0,LONG,98.0,mFRR
2026-01-08T08:30:00Z,66.73,112.11,119.0,SHORT,78.0,RR
2026-01-08T08:45:00Z,61.64,103.32,343.0,SHORT,170.0,RR
2026-01-08T09:00:00Z,58.13,72.35,-147.0,LONG,82.0,mFRR
2026-01-08T09:15:00Z,67.51,117.51,164.0,SHORT,64.0,RR
2026-01-08T09:30:00Z,66.02,121.67,144.0,SHORT,46.0,mFRR
2026-01-08T09:45:00Z,66.6,97.51,114.0,SHORT,56.0,RR
2026-01-08T10:00:00Z,71.89,77.79,-1.0,BALANCED,0,
2026-01-08T10:15:00Z,64.67,123.65,201.0,SHORT,124.0,mFRR
2026-01-08T10:30:00Z,61.7,76.58,-120.0,LONG,51.0,RR
2026-01-08T10:45:00Z,62.96,112.26,130.0,SHORT,74.0,RR
2026-01-08T11:00:00Z,69.53,75.47,-49.0,BALANCED,0,
2026-01-08T11:15:00Z,29.42,74.77,-295.0,LONG,100.0,aFRR
2026-01-08T11:30:00Z,27.26,79.96,-345.0,LONG,268.0,RR
2026-01-08T11:45:00Z,67.86,75.7,-70.0,BALANCED,0,
2026-01-08T12:00:00Z,66.37,75.92,99.0,BALANCED,0,
2026-01-08T12:15:00Z,63.93,116.77,214.0,SHORT,90.0,RR
2026-01-08T12:30:00Z,29.57,82.18,-322.0,LONG,185.0,RR
2026-01-08T12:45:00Z,27.39,76.51,-283.0,LONG,207.0,mFRR
2026-01-08T13:00:00Z,67.24,74.32,-96.0,BALANCED,0,
2026-01-08T13:15:00Z,70.1,72.48,47.0,BALANCED,0,
2026-01-08T13:30:00Z,70.95,145.03,438.0,SHORT,222.0,mFRR
2026-01-08T13:45:00Z,67.77,74.1,100.0,BALANCED,0,
2026-01-08T14:00:00Z,19.77,79.3,-270.0,LONG,197.0,RR
2026-01-08T14:15:00Z,66.46,137.26,371.0,SHORT,115.0,RR
2026-01-08T14:30:00Z,29.91,81.66,-352.0,LONG,209.0,mFRR
2026-01-08T14:45:00Z,69.45,77.34,5.0,BALANCED,0,
2026-01-08T15:00:00Z,62.89,111.29,181.0,SHORT,95.0,mFRR
2026-01-08T15:15:00Z,35.14,79.06,-210.0,LONG,81.0,mFRR
2026-01-08T15:30:00Z,70.09,74.01,62.0,BALANCED,0,
2026-01-08T15:45:00Z,71.28,97.18,106.0,SHORT,43.0,RR
