report_id,trade_id,reporting_entity,transaction_type,contract_type,delivery_point,submission_timestamp,reporting_deadline,status,rejection_reason
ACER-410139999,TRD-001033,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T15:12:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-510407833,TRD-001034,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T18:23:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-337946932,TRD-001035,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T08:47:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-727597333,TRD-001036,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T07:47:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-171329769,TRD-001037,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T13:00:00Z,2026-01-07T23:59:59Z,PENDING,
ACER-909041299,TRD-001038,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T08:51:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-382051846,TRD-001039,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T16:33:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-686007056,TRD-001040,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T13:03:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-310594011,TRD-001041,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T22:21:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-226924099,TRD-001042,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T06:32:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-748944008,TRD-001043,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T19:53:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-244831418,TRD-001044,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T15:43:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-324902822,TRD-001045,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T17:57:00Z,2026-01-07T23:59:59Z,PENDING,
ACER-654444945,TRD-001046,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-06T07:28:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-237813064,TRD-001047,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T21:09:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-915863895,TRD-001048,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T10:33:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-170177993,TRD-001049,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T08:17:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-861643431,TRD-001050,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T11:14:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-998200357,TRD-001051,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T17:55:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-859939578,TRD-001052,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T14:41:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-171000195,TRD-001053,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T22:13:00Z,2026-01-07T23:59:59Z,PENDING,
ACER-542262976,TRD-001054,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T06:01:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-257533286,TRD-001055,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T13:05:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-454314560,TRD-001056,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T19:50:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-882824087,TRD-001057,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T17:19:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-722848346,TRD-001058,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T14:35:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-243836963,TRD-001059,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T12:06:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-570539307,TRD-001060,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T18:28:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-131405402,TRD-001061,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T07:22:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-432850373,TRD-001062,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-06T10:19:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-553155628,TRD-001063,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T09:32:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-591362640,TRD-001064,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T14:10:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-916576917,TRD-001065,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T17:55:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-565211137,TRD-001066,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T16:44:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-152648264,TRD-001067,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T15:37:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-708697550,TRD-001068,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T17:55:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-425346160,TRD-001069,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T09:10:00Z,2026-01-07T23:59:59Z,SUBMITTED,
ACER-243702012,TRD-001070,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-06T21:27:00Z,2026-01-07T23:59:59Z,PENDING,
ACER-956918170,TRD-001071,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-06T18:13:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-606416512,TRD-001072,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-06T21:42:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-904375837,TRD-001073,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T18:56:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-787248700,TRD-001074,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-06T09:38:00Z,2026-01-07T23:59:59Z,ACCEPTED,
ACER-712939365,TRD-001061,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-07T21:47:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-804288507,TRD-001062,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-07T20:44:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-595887877,TRD-001063,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T19:02:00Z,2026-01-08T23:59:59Z,PENDING,
ACER-747245791,TRD-001064,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T16:45:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-564762410,TRD-001065,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-07T12:13:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-523411927,TRD-001066,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-07T08:39:00Z,2026-01-08T23:59:59Z,SUBMITTED,
ACER-509696297,TRD-001067,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T17:49:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-431632193,TRD-001068,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T17:56:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-789623031,TRD-001069,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T11:42:00Z,2026-01-08T23:59:59Z,PENDING,
ACER-138501478,TRD-001070,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T14:56:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-550284378,TRD-001071,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T06:12:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-910293087,TRD-001072,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-07T19:04:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-910133788,TRD-001073,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T07:03:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-159718294,TRD-001074,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T20:17:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-307274618,TRD-001075,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-07T12:30:00Z,2026-01-08T23:59:59Z,ACCEPTED,
ACER-757730679,TRD-001091,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-08T08:40:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-856540553,TRD-001092,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T14:50:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-206238959,TRD-001093,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T19:04:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-302800927,TRD-001094,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-08T13:50:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-314719998,TRD-001095,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-08T06:52:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-854093298,TRD-001096,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T13:14:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-210580733,TRD-001097,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-08T17:55:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-618306998,TRD-001098,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T18:09:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-124348708,TRD-001099,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T21:20:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-556025860,TRD-001100,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T22:23:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-159128208,TRD-001101,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-08T07:51:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-825596446,TRD-001102,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T09:49:00Z,2026-01-09T23:59:59Z,PENDING,
ACER-608014885,TRD-001103,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-08T09:27:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-205708270,TRD-001104,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-08T14:26:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-991225737,TRD-001105,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-08T17:26:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-450172146,TRD-001106,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T10:21:00Z,2026-01-09T23:59:59Z,SUBMITTED,
ACER-965004437,TRD-001107,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T09:07:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-996048013,TRD-001108,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-08T14:04:00Z,2026-01-09T23:59:59Z,ACCEPTED,
ACER-824318577,TRD-001121,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T12:38:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-699340236,TRD-001122,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T06:43:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-552426097,TRD-001123,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-09T13:18:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-926280720,TRD-001124,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T06:35:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-691531464,TRD-001125,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T07:22:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-460503522,TRD-001126,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T11:28:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-122974761,TRD-001127,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T09:12:00Z,2026-01-10T23:59:59Z,PENDING,
ACER-834452524,TRD-001128,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T19:40:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-892454517,TRD-001129,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T15:58:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-223790150,TRD-001130,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T15:13:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-509979457,TRD-001131,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-09T09:15:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-312063592,TRD-001132,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T19:15:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-654721987,TRD-001133,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T19:35:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-244011719,TRD-001134,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T21:50:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-535625035,TRD-001135,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T16:55:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-690531840,TRD-001136,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T21:44:00Z,2026-01-10T23:59:59Z,PENDING,
ACER-400755831,TRD-001137,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T06:27:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-480581433,TRD-001138,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T20:08:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-975424970,TRD-001139,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T17:47:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-996027408,TRD-001140,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T18:35:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-415483440,TRD-001141,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T22:49:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-913691475,TRD-001142,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T14:31:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-190055115,TRD-001143,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T16:27:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-487255843,TRD-001144,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T09:37:00Z,2026-01-10T23:59:59Z,PENDING,
ACER-497717097,TRD-001145,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T12:56:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-342162606,TRD-001146,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T14:35:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-316804589,TRD-001147,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T14:15:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-105349128,TRD-001148,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T21:09:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-470569767,TRD-001149,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-09T21:54:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-849821996,TRD-001150,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T10:55:00Z,2026-01-10T23:59:59Z,SUBMITTED,
ACER-359913550,TRD-001151,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T22:06:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-360064855,TRD-001152,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-09T17:10:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-760506304,TRD-001153,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T10:27:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-876548321,TRD-001154,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T17:11:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-289466488,TRD-001155,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-09T09:16:00Z,2026-01-10T23:59:59Z,ACCEPTED,
ACER-278821963,TRD-001151,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-10T20:17:00Z,2026-01-11T23:59:59Z,REJECTED,INVALID_DELIVERY_POINT
ACER-437333230,TRD-001152,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-10T07:02:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-759872760,TRD-001153,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-10T15:32:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-172656650,TRD-001154,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-10T13:17:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-922650730,TRD-001155,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-10T15:20:00Z,2026-01-11T23:59:59Z,SUBMITTED,
ACER-399193069,TRD-001156,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-10T07:40:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-643883900,TRD-001157,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-10T17:57:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-760324776,TRD-001158,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-10T06:18:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-805909805,TRD-001159,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-10T20:23:00Z,2026-01-11T23:59:59Z,SUBMITTED,
ACER-522515140,TRD-001160,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-10T09:38:00Z,2026-01-11T23:59:59Z,SUBMITTED,
ACER-959733050,TRD-001161,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-10T14:44:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-234621816,TRD-001162,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-10T06:48:00Z,2026-01-11T23:59:59Z,ACCEPTED,
ACER-374523654,TRD-001163,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-10T18:37:00Z,2026-01-11T23:59:59Z,SUBMITTED,
