delivery_date,delivery_hour,price_eur_mwh,volume_buy_mwh,volume_sell_mwh,net_position_mwh
2026-01-09,0,33.04,35215.0,34863.0,1167.0
2026-01-09,1,36.47,37749.0,37720.0,-59.0
2026-01-09,2,54.48,47144.0,47841.0,-1406.0
2026-01-09,3,45.59,48860.0,49631.0,-423.0
2026-01-09,4,53.44,41913.0,42780.0,-1768.0
2026-01-09,5,53.52,42789.0,41405.0,-2149.0
2026-01-09,6,47.98,41978.0,43403.0,-2890.0
2026-01-09,7,96.67,38493.0,37295.0,-1743.0
2026-01-09,8,86.3,37436.0,38819.0,538.0
2026-01-09,9,95.61,39544.0,41039.0,-2943.0
2026-01-09,10,89.16,48404.0,48945.0,398.0
2026-01-09,11,89.63,51359.0,49720.0,2368.0
2026-01-09,12,98.36,44288.0,45204.0,-1368.0
2026-01-09,13,91.53,50879.0,51414.0,-1353.0
2026-01-09,14,81.45,42549.0,42189.0,-2290.0
2026-01-09,15,93.33,38965.0,37593.0,2915.0
2026-01-09,16,82.28,35381.0,36254.0,-1963.0
2026-01-09,17,89.1,47300.0,48857.0,70.0
2026-01-09,18,76.59,46441.0,48414.0,-2949.0
2026-01-09,19,84.31,42708.0,44353.0,-2980.0
2026-01-09,20,55.53,54162.0,53372.0,2296.0
2026-01-09,21,54.43,41278.0,39858.0,-415.0
2026-01-09,22,51.44,53424.0,51925.0,-2266.0
2026-01-09,23,57.27,43452.0,42714.0,772.0
2026-01-10,0,30.02,36714.0,37891.0,-1979.0
2026-01-10,1,39.82,40400.0,41318.0,-2811.0
2026-01-10,2,26.89,49229.0,47905.0,-2735.0
2026-01-10,3,33.0,42287.0,43586.0,-258.0
2026-01-10,4,28.89,39021.0,38677.0,1207.0
2026-01-10,5,16.0,40187.0,40753.0,2592.0
2026-01-10,6,39.98,41323.0,42656.0,2821.0
2026-01-10,7,62.25,36648.0,38640.0,1893.0
2026-01-10,8,73.4,46012.0,46242.0,1361.0
2026-01-10,9,67.49,38368.0,38266.0,-1271.0
2026-01-10,10,81.59,37563.0,35804.0,-1966.0
2026-01-10,11,73.77,37223.0,35965.0,-669.0
2026-01-10,12,81.99,49242.0,48066.0,1137.0
2026-01-10,13,85.08,48066.0,49723.0,-1721.0
2026-01-10,14,89.73,37565.0,36635.0,-66.0
2026-01-10,15,72.75,43024.0,42407.0,2620.0
2026-01-10,16,59.92,38963.0,37233.0,625.0
2026-01-10,17,88.9,43193.0,44756.0,-579.0
2026-01-10,18,68.47,51437.0,50428.0,2920.0
2026-01-10,19,65.51,42789.0,40887.0,413.0
2026-01-10,20,30.97,35717.0,36166.0,2498.0
2026-01-10,21,45.91,41534.0,41609.0,2159.0
2026-01-10,22,32.0,38948.0,37960.0,-1426.0
2026-01-10,23,34.75,53149.0,53648.0,-255.0
2026-01-11,0,37.68,39125.0,39014.0,908.0
2026-01-11,1,35.59,52917.0,52900.0,716.0
2026-01-11,2,35.61,53244.0,51291.0,-1587.0
2026-01-11,3,28.29,40644.0,38883.0,-1562.0
2026-01-11,4,36.99,51459.0,50909.0,2095.0
2026-01-11,5,35.84,44195.0,44679.0,197.0
2026-01-11,6,25.51,53391.0,53894.0,368.0
2026-01-11,7,75.95,40831.0,40145.0,-1212.0
2026-01-11,8,76.58,48885.0,49370.0,2881.0
2026-01-11,9,80.79,43675.0,43880.0,-2187.0
2026-01-11,10,71.08,36003.0,36889.0,-2086.0
2026-01-11,11,75.88,38536.0,38577.0,1595.0
2026-01-11,12,76.17,49214.0,50809.0,-1978.0
2026-01-11,13,67.05,44891.0,45639.0,91.0
2026-01-11,14,91.77,52355.0,53651.0,699.0
2026-01-11,15,80.8,40206.0,38757.0,-848.0
2026-01-11,16,88.12,42597.0,43496.0,740.0
2026-01-11,17,58.69,43373.0,41773.0,-930.0
2026-01-11,18,72.87,38825.0,37167.0,-1584.0
2026-01-11,19,71.11,42770.0,42033.0,-1451.0
2026-01-11,20,29.27,52753.0,53557.0,125.0
2026-01-11,21,34.03,46923.0,47691.0,2189.0
2026-01-11,22,33.15,54216.0,55630.0,-2343.0
2026-01-11,23,22.35,50106.0,49550.0,-2390.0
2026-01-12,0,42.94,39762.0,39058.0,-1491.0
2026-01-12,1,43.37,45226.0,46327.0,403.0
2026-01-12,2,56.81,44414.0,45072.0,-973.0
2026-01-12,3,46.33,39111.0,39290.0,1233.0
2026-01-12,4,44.76,39580.0,40149.0,-331.0
2026-01-12,5,40.85,40616.0,40311.0,1610.0
2026-01-12,6,40.0,43818.0,43735.0,-789.0
2026-01-12,7,93.32,44307.0,42996.0,2087.0
2026-01-12,8,86.38,53320.0,53161.0,2559.0
2026-01-12,9,98.7,41963.0,43718.0,-2797.0
2026-01-12,10,119.87,40224.0,38388.0,-1268.0
2026-01-12,11,95.37,37230.0,35717.0,2320.0
2026-01-12,12,99.36,49578.0,51002.0,15.0
2026-01-12,13,88.36,45620.0,47475.0,-805.0
2026-01-12,14,90.41,42319.0,42268.0,-652.0
2026-01-12,15,101.78,43249.0,41266.0,-41.0
2026-01-12,16,87.95,41551.0,40401.0,2893.0
2026-01-12,17,91.77,43460.0,43082.0,-559.0
2026-01-12,18,75.45,45285.0,46612.0,563.0
2026-01-12,19,71.69,38534.0,39829.0,1048.0
2026-01-12,20,48.81,46152.0,45140.0,-970.0
2026-01-12,21,47.27,35752.0,37012.0,-2342.0
2026-01-12,22,54.84,54835.0,52949.0,-2754.0
2026-01-12,23,54.3,54646.0,55349.0,1900.0
2026-01-13,0,51.22,42348.0,42204.0,799.0
2026-01-13,1,45.44,37848.0,38506.0,-1315.0
2026-01-13,2,50.86,51480.0,52785.0,-2654.0
2026-01-13,3,40.48,54212.0,53008.0,-538.0
2026-01-13,4,51.5,43296.0,43367.0,-2761.0
2026-01-13,5,36.19,44742.0,43859.0,-1073.0
2026-01-13,6,40.01,48098.0,48397.0,-2809.0
2026-01-13,7,95.65,37598.0,36521.0,-787.0
2026-01-13,8,73.73,53922.0,53264.0,658.0
2026-01-13,9,88.1,35710.0,35469.0,2914.0
2026-01-13,10,102.71,40141.0,39646.0,-1588.0
2026-01-13,11,89.99,40115.0,41405.0,-1171.0
2026-01-13,12,94.57,53837.0,53014.0,996.0
2026-01-13,13,95.81,44151.0,44211.0,-1056.0
2026-01-13,14,88.45,50869.0,50250.0,2795.0
2026-01-13,15,83.58,51680.0,51089.0,-509.0
2026-01-13,16,81.6,38618.0,39569.0,797.0
2026-01-13,17,89.81,35237.0,33423.0,-1465.0
2026-01-13,18,88.2,53973.0,55570.0,-681.0
2026-01-13,19,77.65,37121.0,35909.0,2297.0
2026-01-13,20,52.06,53467.0,55375.0,1019.0
2026-01-13,21,56.44,35355.0,35930.0,-898.0
2026-01-13,22,51.87,45735.0,44459.0,-774.0
2026-01-13,23,43.48,38025.0,37116.0,2683.0
2026-01-14,0,53.69,52101.0,51566.0,-2768.0
2026-01-14,1,57.3,44389.0,43073.0,-1699.0
2026-01-14,2,36.79,53477.0,52820.0,-265.0
2026-01-14,3,49.97,45532.0,46897.0,2047.0
2026-01-14,4,52.82,35044.0,34738.0,1326.0
2026-01-14,5,62.6,44275.0,46217.0,953.0
2026-01-14,6,39.38,44361.0,43903.0,2892.0
2026-01-14,7,76.68,48877.0,48268.0,2308.0
2026-01-14,8,87.06,45811.0,44764.0,-681.0
2026-01-14,9,90.3,50410.0,50050.0,-2771.0
2026-01-14,10,91.11,52974.0,52766.0,270.0
2026-01-14,11,101.52,37767.0,38468.0,-1397.0
2026-01-14,12,91.54,43223.0,41815.0,1866.0
2026-01-14,13,93.79,43904.0,43848.0,1538.0
2026-01-14,14,74.91,42300.0,42514.0,-158.0
2026-01-14,15,96.8,52731.0,51433.0,2699.0
2026-01-14,16,93.58,52494.0,52311.0,-2640.0
2026-01-14,17,83.66,43357.0,44969.0,-1778.0
2026-01-14,18,74.85,46139.0,47766.0,2240.0
2026-01-14,19,72.13,52192.0,50623.0,-632.0
2026-01-14,20,34.96,39986.0,38102.0,2848.0
2026-01-14,21,47.41,35335.0,34096.0,-749.0
2026-01-14,22,46.14,53903.0,52924.0,1695.0
2026-01-14,23,46.53,50414.0,50537.0,-1068.0
2026-01-15,0,57.89,54400.0,54317.0,-1935.0
2026-01-15,1,46.51,38205.0,38174.0,-1864.0
2026-01-15,2,25.32,35443.0,36213.0,2931.0
2026-01-15,3,53.02,48291.0,48632.0,-2869.0
2026-01-15,4,39.75,53713.0,53972.0,-2228.0
2026-01-15,5,37.37,40117.0,39314.0,-2201.0
2026-01-15,6,53.15,42410.0,43481.0,-2082.0
2026-01-15,7,77.03,52120.0,50595.0,-1871.0
2026-01-15,8,94.51,42850.0,44740.0,-1716.0
2026-01-15,9,73.8,38665.0,39803.0,2417.0
2026-01-15,10,82.95,37906.0,37012.0,1165.0
2026-01-15,11,102.2,49506.0,48294.0,-2131.0
2026-01-15,12,86.24,48708.0,47829.0,1960.0
2026-01-15,13,80.52,35620.0,35756.0,2654.0
2026-01-15,14,93.44,39086.0,40992.0,2239.0
2026-01-15,15,91.52,50734.0,51248.0,2723.0
2026-01-15,16,90.27,54135.0,55325.0,-2400.0
2026-01-15,17,83.07,46436.0,45166.0,817.0
2026-01-15,18,85.85,38570.0,38112.0,-176.0
2026-01-15,19,80.64,41577.0,39584.0,-960.0
2026-01-15,20,44.67,40834.0,40058.0,225.0
2026-01-15,21,48.21,53835.0,54569.0,-14.0
2026-01-15,22,52.33,36475.0,37051.0,-2151.0
2026-01-15,23,47.87,51804.0,49875.0,-1341.0
2026-01-16,0,47.67,39268.0,39580.0,1700.0
2026-01-16,1,45.72,42129.0,43052.0,2126.0
2026-01-16,2,39.42,40598.0,40501.0,-1679.0
2026-01-16,3,45.95,36939.0,35900.0,-1789.0
2026-01-16,4,52.8,49991.0,51598.0,-2589.0
2026-01-16,5,23.7,38889.0,38336.0,-2266.0
2026-01-16,6,57.44,39062.0,40246.0,593.0
2026-01-16,7,79.27,46054.0,46541.0,2652.0
2026-01-16,8,101.09,54621.0,54652.0,-242.0
2026-01-16,9,103.06,42409.0,42413.0,-1298.0
2026-01-16,10,88.03,41500.0,40186.0,-1241.0
2026-01-16,11,97.14,52034.0,53568.0,385.0
2026-01-16,12,80.87,35016.0,34580.0,2579.0
2026-01-16,13,91.94,40631.0,40862.0,-393.0
2026-01-16,14,99.31,54956.0,56222.0,1769.0
2026-01-16,15,101.01,54612.0,56255.0,-86.0
2026-01-16,16,102.35,38562.0,39928.0,-374.0
2026-01-16,17,81.42,38116.0,38162.0,994.0
2026-01-16,18,96.41,54955.0,53276.0,2305.0
2026-01-16,19,95.44,44448.0,45593.0,1706.0
2026-01-16,20,57.12,48689.0,47360.0,-573.0
2026-01-16,21,49.2,37473.0,36191.0,-1344.0
2026-01-16,22,48.0,54035.0,54814.0,-2661.0
2026-01-16,23,45.65,46543.0,48028.0,2764.0
2026-01-17,0,40.63,54611.0,52993.0,289.0
2026-01-17,1,29.94,51250.0,50666.0,-2712.0
2026-01-17,2,29.12,54338.0,54106.0,2769.0
2026-01-17,3,25.03,38355.0,38491.0,-376.0
2026-01-17,4,44.06,47126.0,46932.0,961.0
2026-01-17,5,27.02,50330.0,50522.0,2616.0
2026-01-17,6,51.85,38877.0,39142.0,143.0
2026-01-17,7,63.3,53528.0,52741.0,473.0
2026-01-17,8,72.74,40806.0,41048.0,-475.0
2026-01-17,9,71.72,54309.0,52800.0,-1054.0
2026-01-17,10,64.07,38362.0,39345.0,2128.0
2026-01-17,11,73.36,54746.0,55808.0,1378.0
2026-01-17,12,89.76,48919.0,47240.0,896.0
2026-01-17,13,85.88,47649.0,49229.0,1728.0
2026-01-17,14,73.94,46097.0,45335.0,-2378.0
2026-01-17,15,73.49,54018.0,55564.0,2710.0
2026-01-17,16,69.26,50652.0,50778.0,-176.0
2026-01-17,17,86.67,41805.0,42352.0,397.0
2026-01-17,18,70.66,48207.0,46427.0,-2711.0
2026-01-17,19,67.63,50581.0,49462.0,1090.0
2026-01-17,20,42.6,43263.0,43485.0,2679.0
2026-01-17,21,27.77,53116.0,51951.0,-333.0
2026-01-17,22,33.27,41965.0,41646.0,-211.0
2026-01-17,23,33.82,39792.0,39694.0,-319.0
2026-01-18,0,29.24,43777.0,42210.0,-332.0
2026-01-18,1,12.73,53537.0,53946.0,1137.0
2026-01-18,2,37.11,48863.0,49154.0,-2827.0
2026-01-18,3,33.54,54856.0,55791.0,2637.0
2026-01-18,4,38.59,41393.0,40200.0,194.0
2026-01-18,5,33.73,50513.0,51544.0,-229.0
2026-01-18,6,17.99,41020.0,40229.0,-2521.0
2026-01-18,7,79.53,51181.0,52532.0,272.0
2026-01-18,8,65.74,50564.0,50651.0,-617.0
2026-01-18,9,51.22,42358.0,43386.0,1052.0
2026-01-18,10,71.82,48087.0,48261.0,-2830.0
2026-01-18,11,70.34,51218.0,50718.0,2956.0
2026-01-18,12,81.77,41236.0,42003.0,-1530.0
2026-01-18,13,85.4,47207.0,46419.0,-1264.0
2026-01-18,14,96.18,42342.0,40378.0,8.0
2026-01-18,15,74.54,44651.0,46626.0,243.0
2026-01-18,16,79.52,44455.0,42963.0,1979.0
2026-01-18,17,66.43,45986.0,45353.0,-472.0
2026-01-18,18,71.67,51243.0,50498.0,1971.0
2026-01-18,19,81.77,43948.0,43083.0,-2726.0
2026-01-18,20,46.88,40857.0,40885.0,-2672.0
2026-01-18,21,29.36,51111.0,51233.0,250.0
2026-01-18,22,46.12,37334.0,36011.0,-2186.0
2026-01-18,23,26.94,52785.0,54396.0,2488.0
2026-01-19,0,53.49,52805.0,52184.0,1.0
2026-01-19,1,51.27,47198.0,47957.0,694.0
2026-01-19,2,39.96,52961.0,53668.0,2875.0
2026-01-19,3,58.58,48943.0,47770.0,14.0
2026-01-19,4,58.33,36635.0,38183.0,1809.0
2026-01-19,5,48.46,37451.0,39033.0,1445.0
2026-01-19,6,55.93,54508.0,53213.0,2526.0
2026-01-19,7,77.82,53554.0,53808.0,-397.0
2026-01-19,8,93.3,47159.0,46795.0,-2829.0
2026-01-19,9,96.74,40594.0,41990.0,2127.0
2026-01-19,10,94.59,47672.0,48366.0,1124.0
2026-01-19,11,86.69,52171.0,52032.0,-1599.0
2026-01-19,12,91.18,42799.0,44115.0,2288.0
2026-01-19,13,97.22,35263.0,33429.0,1055.0
2026-01-19,14,104.39,54290.0,53760.0,1353.0
2026-01-19,15,100.2,37872.0,36316.0,-2989.0
2026-01-19,16,93.24,50647.0,49210.0,-1864.0
2026-01-19,17,90.92,41201.0,42026.0,-221.0
2026-01-19,18,80.77,50651.0,50438.0,-63.0
2026-01-19,19,79.85,53107.0,54057.0,-223.0
2026-01-19,20,63.04,49495.0,49090.0,-22.0
2026-01-19,21,64.53,35046.0,33344.0,927.0
2026-01-19,22,47.71,36365.0,34716.0,-1845.0
2026-01-19,23,52.13,36707.0,35296.0,-1260.0
2026-01-20,0,43.6,40414.0,39147.0,-2179.0
2026-01-20,1,37.21,38446.0,37549.0,1536.0
2026-01-20,2,33.15,35393.0,34857.0,-94.0
2026-01-20,3,43.93,37495.0,38263.0,2419.0
2026-01-20,4,64.85,44180.0,43876.0,-2121.0
2026-01-20,5,42.21,35957.0,36510.0,-2196.0
2026-01-20,6,45.42,39708.0,39578.0,-1753.0
2026-01-20,7,81.69,51304.0,51690.0,-122.0
2026-01-20,8,90.68,49273.0,48720.0,2801.0
2026-01-20,9,82.61,44349.0,45871.0,323.0
2026-01-20,10,100.94,35635.0,35485.0,32.0
2026-01-20,11,101.73,48362.0,47239.0,-2822.0
2026-01-20,12,75.69,36292.0,34940.0,-2950.0
2026-01-20,13,84.12,50229.0,50861.0,-2555.0
2026-01-20,14,91.39,44660.0,43408.0,-2880.0
2026-01-20,15,87.69,43420.0,42559.0,-827.0
2026-01-20,16,92.73,36088.0,34933.0,1095.0
2026-01-20,17,91.24,45898.0,44438.0,-631.0
2026-01-20,18,86.59,49646.0,48863.0,1232.0
2026-01-20,19,93.29,40846.0,39180.0,261.0
2026-01-20,20,38.99,48428.0,47447.0,542.0
2026-01-20,21,48.95,49629.0,50106.0,2448.0
2026-01-20,22,44.68,44271.0,44939.0,-2097.0
2026-01-20,23,46.28,45764.0,46743.0,1623.0
2026-01-21,0,47.45,49262.0,50334.0,1536.0
2026-01-21,1,46.23,43290.0,42901.0,-1070.0
2026-01-21,2,46.43,36487.0,36164.0,833.0
2026-01-21,3,50.51,48434.0,49404.0,664.0
2026-01-21,4,43.13,50163.0,48994.0,2374.0
2026-01-21,5,45.87,37917.0,37879.0,857.0
2026-01-21,6,62.29,44301.0,44640.0,-116.0
2026-01-21,7,80.65,35607.0,34326.0,1268.0
2026-01-21,8,92.4,41276.0,39968.0,-1699.0
2026-01-21,9,100.94,54993.0,55264.0,1304.0
2026-01-21,10,92.95,46556.0,44840.0,-383.0
2026-01-21,11,75.13,49222.0,48505.0,2929.0
2026-01-21,12,89.37,35719.0,36448.0,1216.0
2026-01-21,13,108.73,42918.0,43131.0,402.0
2026-01-21,14,100.66,51693.0,51820.0,-2645.0
2026-01-21,15,88.04,45051.0,43776.0,649.0
2026-01-21,16,96.27,53192.0,52454.0,2831.0
2026-01-21,17,92.22,45376.0,45465.0,1092.0
2026-01-21,18,88.92,51015.0,51555.0,1131.0
2026-01-21,19,82.18,38392.0,36529.0,-458.0
2026-01-21,20,41.67,36011.0,35628.0,97.0
2026-01-21,21,36.72,41994.0,42775.0,1660.0
2026-01-21,22,54.17,46832.0,44993.0,1138.0
2026-01-21,23,49.25,39257.0,38488.0,-1387.0
2026-01-22,0,44.92,41471.0,40565.0,300.0
2026-01-22,1,53.54,48883.0,48481.0,334.0
2026-01-22,2,40.94,42328.0,43592.0,1621.0
2026-01-22,3,48.1,49649.0,51419.0,835.0
2026-01-22,4,59.39,38390.0,39269.0,828.0
2026-01-22,5,47.77,37501.0,36074.0,-2974.0
2026-01-22,6,43.95,44572.0,43761.0,93.0
2026-01-22,7,74.74,44466.0,45640.0,2199.0
2026-01-22,8,91.59,43347.0,41557.0,2990.0
2026-01-22,9,83.25,43008.0,44714.0,1666.0
2026-01-22,10,94.76,47472.0,47835.0,1546.0
2026-01-22,11,98.46,39341.0,40468.0,1264.0
2026-01-22,12,89.58,37289.0,37417.0,-2584.0
2026-01-22,13,101.91,49606.0,50508.0,2363.0
2026-01-22,14,93.65,36976.0,38863.0,-960.0
2026-01-22,15,96.82,49890.0,51630.0,-2651.0
2026-01-22,16,80.99,39106.0,39671.0,-2353.0
2026-01-22,17,86.0,35678.0,33772.0,2655.0
2026-01-22,18,95.62,50628.0,48724.0,164.0
2026-01-22,19,80.53,53450.0,53941.0,164.0
2026-01-22,20,55.35,49788.0,51568.0,-294.0
2026-01-22,21,49.59,52669.0,52332.0,-1019.0
2026-01-22,22,50.6,37644.0,36467.0,1641.0
2026-01-22,23,44.12,40188.0,40229.0,-2794.0
2026-01-23,0,61.47,45874.0,44415.0,1387.0
2026-01-23,1,53.91,39483.0,38478.0,2825.0
2026-01-23,2,29.32,45365.0,46934.0,627.0
2026-01-23,3,66.63,41049.0,40118.0,-1295.0
2026-01-23,4,47.25,53982.0,52637.0,-628.0
2026-01-23,5,45.09,39465.0,40711.0,-425.0
2026-01-23,6,41.42,36269.0,37085.0,-791.0
2026-01-23,7,89.4,47154.0,47820.0,2820.0
2026-01-23,8,86.03,38054.0,36462.0,-2923.0
2026-01-23,9,100.49,52072.0,53512.0,832.0
2026-01-23,10,100.91,37089.0,38000.0,1440.0
2026-01-23,11,93.27,53058.0,54185.0,2919.0
2026-01-23,12,110.23,45949.0,46441.0,1215.0
2026-01-23,13,115.58,51364.0,49802.0,-721.0
2026-01-23,14,83.48,44848.0,45092.0,1437.0
2026-01-23,15,84.75,47079.0,48800.0,-2114.0
2026-01-23,16,89.51,52178.0,53897.0,-2670.0
2026-01-23,17,94.87,49702.0,50228.0,542.0
2026-01-23,18,82.15,50372.0,51959.0,-181.0
2026-01-23,19,85.8,51950.0,51460.0,286.0
2026-01-23,20,42.95,45335.0,46078.0,2686.0
2026-01-23,21,39.93,43443.0,44495.0,313.0
2026-01-23,22,37.4,39680.0,41473.0,1096.0
2026-01-23,23,63.14,43106.0,43867.0,-542.0
2026-01-24,0,34.37,41272.0,42351.0,-2362.0
2026-01-24,1,32.2,50735.0,52115.0,-1216.0
2026-01-24,2,19.96,53820.0,55732.0,783.0
2026-01-24,3,30.62,38695.0,37009.0,-2335.0
2026-01-24,4,34.53,41693.0,39842.0,-2163.0
2026-01-24,5,47.34,44091.0,43523.0,897.0
2026-01-24,6,41.86,45144.0,45362.0,-1416.0
2026-01-24,7,75.49,51416.0,51241.0,-2456.0
2026-01-24,8,77.31,38371.0,38754.0,-1927.0
2026-01-24,9,74.44,43359.0,45262.0,2949.0
2026-01-24,10,81.33,42637.0,43153.0,-1731.0
2026-01-24,11,82.23,37246.0,35321.0,-328.0
2026-01-24,12,77.7,50884.0,52592.0,1357.0
2026-01-24,13,71.35,47114.0,47793.0,200.0
2026-01-24,14,104.52,36038.0,34347.0,-2278.0
2026-01-24,15,66.68,43118.0,41679.0,673.0
2026-01-24,16,67.55,37474.0,36726.0,-2801.0
2026-01-24,17,84.74,49753.0,49924.0,-130.0
2026-01-24,18,80.19,49000.0,47252.0,1902.0
2026-01-24,19,72.84,44524.0,42732.0,1595.0
2026-01-24,20,31.24,49801.0,48236.0,1073.0
2026-01-24,21,44.54,43674.0,41832.0,2685.0
2026-01-24,22,31.37,54486.0,55602.0,-295.0
2026-01-24,23,44.37,51710.0,52374.0,2523.0
2026-01-25,0,34.55,50729.0,50676.0,-1495.0
2026-01-25,1,44.69,44153.0,43069.0,-2309.0
2026-01-25,2,38.57,44380.0,45844.0,1847.0
2026-01-25,3,44.31,49151.0,48910.0,1637.0
2026-01-25,4,44.3,42982.0,44027.0,-2737.0
2026-01-25,5,43.48,40852.0,40945.0,-1700.0
2026-01-25,6,20.78,45297.0,44817.0,-2002.0
2026-01-25,7,70.41,53863.0,54354.0,916.0
2026-01-25,8,79.3,38332.0,39196.0,2952.0
2026-01-25,9,63.45,53653.0,55331.0,-2600.0
2026-01-25,10,79.68,40297.0,42260.0,-1764.0
2026-01-25,11,80.25,49177.0,48349.0,1633.0
2026-01-25,12,84.13,40620.0,41214.0,996.0
