timestamp_utc,forecast_horizon_hrs,wind_forecast_mw,wind_p10_mw,wind_p90_mw,solar_forecast_mw,solar_p10_mw,solar_p90_mw,total_renewable_mw,forecast_error_mw
2026-01-05T07:45:00Z,5.8,282.3,169.4,350,12.2,6.1,15.8,294.5,18.2
2026-01-05T08:00:00Z,1.6,267.2,160.3,350,27.3,13.6,35.5,294.5,-16.3
2026-01-05T08:15:00Z,14.0,279.6,167.8,350,32.2,16.1,41.8,311.8,2.1
2026-01-05T08:30:00Z,29.2,294.6,176.8,350,26.8,13.4,34.8,321.4,17.2
2026-01-05T08:45:00Z,37.3,325.5,195.3,350,28.0,14.0,36.4,353.5,7.5
2026-01-05T09:00:00Z,1.1,280.1,168.1,350,45.9,23.0,59.7,326.0,23.3
2026-01-05T09:15:00Z,33.2,275.3,165.2,350,56.2,28.1,73.1,331.6,-16.5
2026-01-05T09:30:00Z,18.9,271.0,162.6,350,46.9,23.4,61.0,317.9,-4.8
2026-01-05T09:45:00Z,39.9,308.7,185.2,350,57.2,28.6,74.4,365.9,-13.7
2026-01-05T10:00:00Z,34.3,300.7,180.4,350,68.3,34.1,88.8,369.0,-12.8
2026-01-05T10:15:00Z,36.5,322.7,193.6,350,73.9,36.9,96.0,396.6,-10.3
2026-01-05T10:30:00Z,1.0,298.3,179.0,350,74.0,37.0,96.2,372.3,-11.0
2026-01-05T10:45:00Z,25.1,278.1,166.9,350,61.5,30.8,80.0,339.6,-11.4
2026-01-05T11:00:00Z,16.9,286.8,172.1,350,101.3,50.6,120,388.0,1.3
2026-01-05T11:15:00Z,1.7,272.0,163.2,350,86.0,43.0,111.8,358.0,1.6
2026-01-05T11:30:00Z,48.0,293.2,175.9,350,87.2,43.6,113.4,380.4,9.6
2026-01-05T11:45:00Z,25.5,258.5,155.1,350,95.1,47.5,120,353.5,27.5
2026-01-05T12:00:00Z,11.3,293.7,176.2,350,97.0,48.5,120,390.7,-9.7
2026-01-05T12:15:00Z,2.8,299.8,179.9,350,98.6,49.3,120,398.5,-7.7
2026-01-05T12:30:00Z,36.5,293.2,175.9,350,101.2,50.6,120,394.4,21.6
2026-01-05T12:45:00Z,43.2,272.7,163.6,350,102.0,51.0,120,374.7,13.2
2026-01-05T13:00:00Z,37.0,255.9,153.6,350,104.3,52.1,120,360.2,10.4
2026-01-05T13:15:00Z,37.5,251.3,150.8,350,85.9,42.9,111.6,337.1,5.7
2026-01-05T13:30:00Z,41.8,227.2,136.3,318.1,115.9,58.0,120,343.1,-0.4
2026-01-05T13:45:00Z,33.5,297.0,178.2,350,113.8,56.9,120,410.7,-23.1
2026-01-05T14:00:00Z,5.0,263.6,158.1,350,100.6,50.3,120,364.2,-17.1
2026-01-05T14:15:00Z,45.7,309.9,185.9,350,110.3,55.1,120,420.2,-11.0
2026-01-05T14:30:00Z,10.4,259.8,155.9,350,114.9,57.4,120,374.7,18.0
2026-01-05T14:45:00Z,21.8,272.8,163.7,350,109.8,54.9,120,382.6,1.1
2026-01-05T15:00:00Z,34.4,242.6,145.6,339.7,101.7,50.9,120,344.4,17.5
2026-01-05T15:15:00Z,7.9,238.6,143.1,334.0,78.2,39.1,101.6,316.7,-5.2
2026-01-05T15:30:00Z,41.1,225.9,135.5,316.2,75.0,37.5,97.5,300.9,31.5
2026-01-05T15:45:00Z,15.3,273.1,163.9,350,82.9,41.5,107.8,356.0,12.2
2026-01-05T16:00:00Z,11.0,237.8,142.7,333.0,81.8,40.9,106.3,319.6,15.8
2026-01-05T16:15:00Z,13.3,286.8,172.1,350,59.8,29.9,77.7,346.6,12.3
2026-01-05T16:30:00Z,26.4,262.1,157.3,350,71.6,35.8,93.0,333.6,3.6
2026-01-05T16:45:00Z,2.0,256.8,154.1,350,64.5,32.3,83.9,321.3,12.6
2026-01-05T17:00:00Z,11.8,211.5,126.9,296.1,56.3,28.1,73.1,267.8,21.1
2026-01-05T17:15:00Z,15.2,281.1,168.6,350,48.1,24.1,62.6,329.2,-6.3
2026-01-05T17:30:00Z,17.4,232.9,139.8,326.1,44.5,22.3,57.9,277.4,-26.2
2026-01-05T17:45:00Z,10.7,271.3,162.8,350,44.5,22.2,57.8,315.8,-26.1
2026-01-05T18:00:00Z,20.9,272.2,163.3,350,30.0,15.0,39.0,302.2,-6.2
2026-01-05T18:15:00Z,25.7,302.8,181.7,350,24.3,12.2,31.6,327.1,9.6
2026-01-05T18:30:00Z,17.3,243.0,145.8,340.3,30.0,15.0,39.0,273.0,-8.4
2026-01-05T18:45:00Z,15.3,259.5,155.7,350,32.3,16.2,42.1,291.9,-2.1
2026-01-05T19:00:00Z,13.3,280.6,168.4,350,11.4,5.7,14.9,292.0,-31.1
2026-01-05T19:15:00Z,33.3,276.3,165.8,350,9.6,4.8,12.4,285.9,-6.2
2026-01-05T19:30:00Z,31.7,244.9,146.9,342.8,12.1,6.1,15.8,257.0,4.2
2026-01-05T19:45:00Z,45.4,229.2,137.5,320.9,10.8,5.4,14.1,240.0,17.4
2026-01-05T20:00:00Z,47.5,250.1,150.1,350,0.0,0.0,0.0,250.1,-6.3
2026-01-05T20:15:00Z,43.4,292.9,175.8,350,0.0,0.0,0.0,292.9,-1.2
2026-01-05T20:30:00Z,27.4,330.2,198.1,350,0.0,0.0,0.0,330.2,-24.6
2026-01-05T20:45:00Z,14.2,272.6,163.6,350,0.0,0.0,0.0,272.6,-33.8
2026-01-05T21:00:00Z,6.0,281.7,169.0,350,0,0,0.0,281.7,10.9
2026-01-05T21:15:00Z,38.9,274.5,164.7,350,0,0,0.0,274.5,14.7
2026-01-05T21:30:00Z,47.8,281.1,168.7,350,0,0,0.0,281.1,1.7
2026-01-05T21:45:00Z,26.0,263.6,158.1,350,0,0,0.0,263.6,0.7
2026-01-05T22:00:00Z,30.8,287.0,172.2,350,0,0,0.0,287.0,-8.0
2026-01-05T22:15:00Z,10.6,287.3,172.4,350,0,0,0.0,287.3,-13.1
2026-01-05T22:30:00Z,32.1,263.2,157.9,350,0,0,0.0,263.2,23.5
2026-01-05T22:45:00Z,16.8,245.8,147.5,344.2,0,0,0.0,245.8,-37.1
2026-01-05T23:00:00Z,47.9,271.7,163.0,350,0,0,0.0,271.7,8.0
2026-01-05T23:15:00Z,16.8,285.4,171.2,350,0,0,0.0,285.4,-20.5
2026-01-05T23:30:00Z,38.0,311.6,186.9,350,0,0,0.0,311.6,18.0
2026-01-05T23:45:00Z,4.9,291.8,175.1,350,0,0,0.0,291.8,6.5
2026-01-06T00:00:00Z,30.5,198.1,118.9,277.4,0,0,0.0,198.1,26.6
2026-01-06T00:15:00Z,8.0,231.6,139.0,324.2,0,0,0.0,231.6,-7.4
2026-01-06T00:30:00Z,42.0,184.6,110.8,258.4,0,0,0.0,184.6,41.0
2026-01-06T00:45:00Z,23.6,243.3,146.0,340.7,0,0,0.0,243.3,-21.4
2026-01-06T01:00:00Z,42.0,227.6,136.6,318.6,0,0,0.0,227.6,23.5
2026-01-06T01:15:00Z,27.7,191.4,114.9,268.0,0,0,0.0,191.4,-5.5
2026-01-06T01:30:00Z,21.6,246.8,148.1,345.6,0,0,0.0,246.8,5.5
2026-01-06T01:45:00Z,43.3,250.6,150.3,350,0,0,0.0,250.6,9.5
2026-01-06T02:00:00Z,23.4,235.2,141.1,329.2,0,0,0.0,235.2,23.7
2026-01-06T02:15:00Z,30.4,276.7,166.0,350,0,0,0.0,276.7,-9.1
2026-01-06T02:30:00Z,15.5,195.7,117.4,274.0,0,0,0.0,195.7,-22.5
2026-01-06T02:45:00Z,37.8,206.3,123.8,288.8,0,0,0.0,206.3,11.4
2026-01-06T03:00:00Z,19.5,265.6,159.4,350,0,0,0.0,265.6,-10.7
2026-01-06T03:15:00Z,8.5,225.1,135.1,315.1,0,0,0.0,225.1,-17.4
2026-01-06T03:30:00Z,5.4,237.6,142.6,332.6,0,0,0.0,237.6,-24.7
2026-01-06T03:45:00Z,26.8,207.7,124.6,290.7,0,0,0.0,207.7,-16.5
2026-01-06T04:00:00Z,44.9,231.7,139.0,324.4,0,0,0.0,231.7,14.0
2026-01-06T04:15:00Z,29.3,218.6,131.2,306.0,0,0,0.0,218.6,-1.9
2026-01-06T04:30:00Z,12.9,251.9,151.1,350,0,0,0.0,251.9,-7.4
2026-01-06T04:45:00Z,1.2,280.0,168.0,350,0,0,0.0,280.0,-17.8
2026-01-06T05:00:00Z,47.2,246.1,147.7,344.6,0,0,0.0,246.1,23.8
2026-01-06T05:15:00Z,20.4,286.6,171.9,350,0,0,0.0,286.6,7.8
2026-01-06T05:30:00Z,6.6,243.0,145.8,340.2,0,0,0.0,243.0,17.5
2026-01-06T05:45:00Z,7.1,254.7,152.8,350,0,0,0.0,254.7,2.8
2026-01-06T06:00:00Z,30.2,221.0,132.6,309.5,0.0,0,0.0,221.0,-18.8
2026-01-06T06:15:00Z,10.1,252.5,151.5,350,0.0,0,0.0,252.5,10.0
2026-01-06T06:30:00Z,34.3,219.1,131.4,306.7,0.0,0,0.0,219.1,3.0
2026-01-06T06:45:00Z,16.5,247.2,148.3,346.1,0.0,0,0.0,247.2,-2.4
2026-01-06T07:00:00Z,39.6,278.7,167.2,350,10.2,5.1,13.2,288.9,-9.5
2026-01-06T07:15:00Z,42.0,233.9,140.3,327.4,12.5,6.2,16.2,246.4,10.0
2026-01-06T07:30:00Z,6.0,255.3,153.2,350,11.1,5.6,14.5,266.5,-15.8
2026-01-06T07:45:00Z,7.2,242.8,145.7,339.9,9.3,4.6,12.0,252.1,-7.0
2026-01-06T08:00:00Z,15.1,202.8,121.7,283.9,25.7,12.9,33.4,228.5,6.9
2026-01-06T08:15:00Z,36.5,259.2,155.5,350,26.8,13.4,34.8,286.0,-4.4
2026-01-06T08:30:00Z,23.9,198.8,119.3,278.3,30.3,15.1,39.4,229.1,-19.1
2026-01-06T08:45:00Z,46.6,206.8,124.1,289.5,29.2,14.6,38.0,236.0,7.7
2026-01-06T09:00:00Z,34.0,252.2,151.3,350,55.7,27.8,72.4,307.9,4.1
2026-01-06T09:15:00Z,40.0,255.9,153.6,350,44.1,22.1,57.4,300.1,19.5
2026-01-06T09:30:00Z,28.4,188.9,113.3,264.5,41.6,20.8,54.1,230.5,14.0
2026-01-06T09:45:00Z,13.6,240.6,144.3,336.8,48.4,24.2,63.0,289.0,11.6
2026-01-06T10:00:00Z,3.0,223.6,134.2,313.0,59.7,29.8,77.6,283.3,0.9
2026-01-06T10:15:00Z,17.3,270.3,162.2,350,66.6,33.3,86.6,336.9,24.0
2026-01-06T10:30:00Z,17.0,226.4,135.8,317.0,80.9,40.5,105.2,307.3,-1.5
2026-01-06T10:45:00Z,46.8,279.7,167.8,350,62.2,31.1,80.8,341.9,2.5
2026-01-06T11:00:00Z,15.4,261.8,157.1,350,75.9,37.9,98.6,337.7,12.8
2026-01-06T11:15:00Z,38.1,237.0,142.2,331.8,98.2,49.1,120,335.2,23.4
2026-01-06T11:30:00Z,14.8,193.3,116.0,270.6,97.8,48.9,120,291.1,-26.1
2026-01-06T11:45:00Z,29.3,177.6,106.6,248.7,72.7,36.4,94.6,250.4,13.6
2026-01-06T12:00:00Z,27.8,222.5,133.5,311.4,108.9,54.5,120,331.4,12.6
2026-01-06T12:15:00Z,9.1,218.0,130.8,305.1,87.7,43.9,114.1,305.7,-25.1
2026-01-06T12:30:00Z,1.8,215.8,129.5,302.1,99.1,49.5,120,314.9,-0.4
2026-01-06T12:45:00Z,12.1,237.1,142.3,331.9,83.9,42.0,109.1,321.0,11.2
2026-01-06T13:00:00Z,36.8,212.9,127.7,298.1,115.6,57.8,120,328.5,-14.4
2026-01-06T13:15:00Z,42.4,224.5,134.7,314.3,92.8,46.4,120,317.3,-14.6
2026-01-06T13:30:00Z,41.9,218.8,131.3,306.3,111.9,55.9,120,330.6,7.2
2026-01-06T13:45:00Z,28.9,201.5,120.9,282.1,95.4,47.7,120,296.9,-23.6
2026-01-06T14:00:00Z,23.1,158.3,95.0,221.6,103.3,51.6,120,261.6,-4.2
2026-01-06T14:15:00Z,36.0,268.9,161.3,350,105.6,52.8,120,374.5,-3.8
2026-01-06T14:30:00Z,34.9,216.1,129.7,302.5,112.2,56.1,120,328.3,-29.5
2026-01-06T14:45:00Z,4.6,242.8,145.7,340.0,104.2,52.1,120,347.0,-22.5
2026-01-06T15:00:00Z,40.4,195.9,117.5,274.2,88.6,44.3,115.1,284.4,-9.7
2026-01-06T15:15:00Z,12.4,244.8,146.9,342.7,97.7,48.9,120,342.5,11.0
2026-01-06T15:30:00Z,19.3,244.9,146.9,342.8,72.2,36.1,93.8,317.0,5.9
2026-01-06T15:45:00Z,10.0,280.6,168.4,350,102.1,51.0,120,382.7,-8.1
2026-01-06T16:00:00Z,18.0,259.5,155.7,350,75.9,38.0,98.7,335.4,-3.1
2026-01-06T16:15:00Z,44.8,216.7,130.0,303.4,81.2,40.6,105.5,297.9,-5.3
2026-01-06T16:30:00Z,44.8,210.9,126.6,295.3,75.6,37.8,98.3,286.5,-8.4
2026-01-06T16:45:00Z,13.5,179.3,107.6,251.0,74.7,37.4,97.1,254.0,18.8
2026-01-06T17:00:00Z,14.1,187.6,112.6,262.7,46.7,23.3,60.7,234.3,-12.3
2026-01-06T17:15:00Z,3.9,189.1,113.4,264.7,53.1,26.6,69.1,242.2,1.9
2026-01-06T17:30:00Z,29.9,197.2,118.3,276.0,54.2,27.1,70.5,251.4,-14.4
2026-01-06T17:45:00Z,29.3,207.2,124.3,290.1,43.1,21.5,56.0,250.3,1.9
2026-01-06T18:00:00Z,15.8,222.4,133.5,311.4,30.7,15.4,39.9,253.2,4.8
2026-01-06T18:15:00Z,11.5,200.7,120.4,280.9,29.9,14.9,38.8,230.5,3.9
2026-01-06T18:30:00Z,12.3,182.7,109.6,255.8,26.3,13.1,34.2,209.0,8.4
2026-01-06T18:45:00Z,28.5,217.1,130.3,303.9,26.0,13.0,33.8,243.1,-3.4
2026-01-06T19:00:00Z,47.1,218.7,131.2,306.2,10.5,5.2,13.6,229.1,-16.6
2026-01-06T19:15:00Z,38.7,206.3,123.8,288.8,11.3,5.7,14.7,217.6,1.2
2026-01-06T19:30:00Z,2.4,166.9,100.2,233.7,10.7,5.3,13.9,177.6,-4.2
2026-01-06T19:45:00Z,26.3,245.5,147.3,343.7,10.1,5.0,13.1,255.6,0.0
2026-01-06T20:00:00Z,37.5,201.6,121.0,282.3,0.0,0.0,0.0,201.6,22.6
2026-01-06T20:15:00Z,35.8,194.7,116.8,272.6,0.0,0.0,0.0,194.7,0.2
2026-01-06T20:30:00Z,32.1,195.9,117.5,274.3,0.0,0.0,0.0,195.9,31.8
2026-01-06T20:45:00Z,11.2,207.7,124.6,290.8,0.0,0.0,0.0,207.7,1.5
2026-01-06T21:00:00Z,24.1,198.8,119.3,278.4,0,0,0.0,198.8,18.3
2026-01-06T21:15:00Z,14.2,209.7,125.8,293.6,0,0,0.0,209.7,-8.6
2026-01-06T21:30:00Z,32.0,227.1,136.2,317.9,0,0,0.0,227.1,16.4
2026-01-06T21:45:00Z,46.6,200.6,120.4,280.9,0,0,0.0,200.6,7.1
2026-01-06T22:00:00Z,5.2,194.9,116.9,272.9,0,0,0.0,194.9,-0.1
2026-01-06T22:15:00Z,32.8,195.4,117.2,273.5,0,0,0.0,195.4,11.9
2026-01-06T22:30:00Z,42.4,184.9,110.9,258.9,0,0,0.0,184.9,-11.9
2026-01-06T22:45:00Z,21.3,211.8,127.1,296.6,0,0,0.0,211.8,11.9
2026-01-06T23:00:00Z,33.6,220.2,132.1,308.2,0,0,0.0,220.2,-1.5
2026-01-06T23:15:00Z,43.6,247.7,148.6,346.8,0,0,0.0,247.7,-15.2
2026-01-06T23:30:00Z,32.6,230.7,138.4,323.0,0,0,0.0,230.7,7.0
2026-01-06T23:45:00Z,15.5,242.5,145.5,339.5,0,0,0.0,242.5,3.9
2026-01-07T00:00:00Z,5.1,237.8,142.7,332.9,0,0,0.0,237.8,8.2
2026-01-07T00:15:00Z,34.0,281.5,168.9,350,0,0,0.0,281.5,-6.4
2026-01-07T00:30:00Z,45.0,208.4,125.0,291.8,0,0,0.0,208.4,3.7
2026-01-07T00:45:00Z,37.7,239.9,143.9,335.8,0,0,0.0,239.9,9.0
2026-01-07T01:00:00Z,39.9,238.8,143.3,334.4,0,0,0.0,238.8,-13.4
2026-01-07T01:15:00Z,2.9,245.9,147.6,344.3,0,0,0.0,245.9,-0.8
2026-01-07T01:30:00Z,10.2,221.7,133.0,310.3,0,0,0.0,221.7,-9.5
2026-01-07T01:45:00Z,35.9,246.4,147.8,344.9,0,0,0.0,246.4,13.2
2026-01-07T02:00:00Z,10.2,289.2,173.5,350,0,0,0.0,289.2,5.1
2026-01-07T02:15:00Z,36.3,264.4,158.7,350,0,0,0.0,264.4,-14.6
2026-01-07T02:30:00Z,5.7,234.0,140.4,327.6,0,0,0.0,234.0,-8.4
2026-01-07T02:45:00Z,30.2,246.6,148.0,345.3,0,0,0.0,246.6,-2.9
2026-01-07T03:00:00Z,2.1,269.8,161.9,350,0,0,0.0,269.8,10.0
2026-01-07T03:15:00Z,8.5,282.4,169.4,350,0,0,0.0,282.4,9.5
2026-01-07T03:30:00Z,16.3,261.0,156.6,350,0,0,0.0,261.0,-16.9
2026-01-07T03:45:00Z,4.4,233.6,140.2,327.0,0,0,0.0,233.6,12.4
2026-01-07T04:00:00Z,21.5,242.6,145.6,339.7,0,0,0.0,242.6,19.3
2026-01-07T04:15:00Z,23.3,266.1,159.7,350,0,0,0.0,266.1,4.4
2026-01-07T04:30:00Z,34.2,205.1,123.1,287.2,0,0,0.0,205.1,-11.5
2026-01-07T04:45:00Z,41.6,255.1,153.1,350,0,0,0.0,255.1,6.5
2026-01-07T05:00:00Z,5.5,304.8,182.9,350,0,0,0.0,304.8,24.7
2026-01-07T05:15:00Z,29.8,308.5,185.1,350,0,0,0.0,308.5,-3.5
2026-01-07T05:30:00Z,28.2,287.4,172.5,350,0,0,0.0,287.4,-12.4
2026-01-07T05:45:00Z,40.9,262.7,157.6,350,0,0,0.0,262.7,-24.1
2026-01-07T06:00:00Z,0.5,233.9,140.3,327.4,0.0,0,0.0,233.9,22.9
2026-01-07T06:15:00Z,7.1,284.4,170.7,350,0.0,0,0.0,284.4,19.6
2026-01-07T06:30:00Z,24.4,243.9,146.3,341.5,0.0,0,0.0,243.9,30.5
2026-01-07T06:45:00Z,47.5,284.8,170.9,350,0.0,0,0.0,284.8,-21.3
2026-01-07T07:00:00Z,33.5,268.8,161.3,350,11.6,5.8,15.1,280.4,-11.3
2026-01-07T07:15:00Z,37.4,227.7,136.6,318.8,9.2,4.6,12.0,236.9,-10.0
2026-01-07T07:30:00Z,26.8,245.4,147.3,343.6,9.4,4.7,12.2,254.9,-33.2
2026-01-07T07:45:00Z,15.3,308.0,184.8,350,9.7,4.8,12.6,317.6,14.4
2026-01-07T08:00:00Z,19.8,264.6,158.8,350,24.9,12.4,32.3,289.5,19.5
2026-01-07T08:15:00Z,41.3,281.1,168.7,350,30.1,15.1,39.2,311.2,23.3
2026-01-07T08:30:00Z,17.2,284.6,170.7,350,26.6,13.3,34.5,311.1,19.9
2026-01-07T08:45:00Z,7.8,257.0,154.2,350,24.1,12.1,31.3,281.1,-7.2
2026-01-07T09:00:00Z,30.7,260.4,156.2,350,56.0,28.0,72.9,316.4,-8.3
2026-01-07T09:15:00Z,41.6,277.7,166.6,350,48.0,24.0,62.3,325.7,-6.3
2026-01-07T09:30:00Z,23.7,265.6,159.3,350,54.6,27.3,71.0,320.2,-0.4
2026-01-07T09:45:00Z,25.6,251.3,150.8,350,51.0,25.5,66.3,302.4,-8.9
2026-01-07T10:00:00Z,4.7,257.7,154.6,350,60.1,30.1,78.2,317.8,-1.7
2026-01-07T10:15:00Z,28.4,247.2,148.3,346.1,62.4,31.2,81.1,309.6,6.7
2026-01-07T10:30:00Z,26.4,209.1,125.4,292.7,75.9,38.0,98.7,285.0,-6.2
2026-01-07T10:45:00Z,9.2,309.0,185.4,350,71.6,35.8,93.1,380.6,-3.7
2026-01-07T11:00:00Z,23.6,257.3,154.4,350,86.8,43.4,112.8,344.0,-14.8
2026-01-07T11:15:00Z,27.1,234.8,140.9,328.7,94.2,47.1,120,329.1,-13.7
2026-01-07T11:30:00Z,8.7,264.9,158.9,350,87.6,43.8,113.9,352.5,-13.5
2026-01-07T11:45:00Z,26.7,203.2,121.9,284.5,100.8,50.4,120,304.0,10.7
2026-01-07T12:00:00Z,44.4,260.7,156.4,350,110.1,55.1,120,370.8,13.5
2026-01-07T12:15:00Z,31.5,266.9,160.1,350,111.9,55.9,120,378.8,7.0
2026-01-07T12:30:00Z,23.6,237.4,142.5,332.4,101.8,50.9,120,339.2,7.7
2026-01-07T12:45:00Z,21.3,241.6,145.0,338.3,115.1,57.5,120,356.7,-0.5
2026-01-07T13:00:00Z,22.1,208.9,125.3,292.4,95.0,47.5,120,303.8,4.5
2026-01-07T13:15:00Z,20.2,216.6,129.9,303.2,111.3,55.6,120,327.8,-8.0
2026-01-07T13:30:00Z,41.2,211.5,126.9,296.1,101.5,50.7,120,312.9,-16.9
2026-01-07T13:45:00Z,25.3,211.7,127.0,296.4,105.4,52.7,120,317.1,-25.6
2026-01-07T14:00:00Z,39.7,211.4,126.8,295.9,90.2,45.1,117.2,301.5,32.1
2026-01-07T14:15:00Z,19.2,184.4,110.6,258.2,92.6,46.3,120,277.0,21.4
2026-01-07T14:30:00Z,17.4,205.7,123.4,288.0,111.2,55.6,120,316.9,1.9
2026-01-07T14:45:00Z,26.8,183.8,110.3,257.3,106.1,53.1,120,289.9,26.0
2026-01-07T15:00:00Z,12.8,216.0,129.6,302.4,80.4,40.2,104.5,296.4,-14.9
2026-01-07T15:15:00Z,23.6,246.6,148.0,345.3,93.8,46.9,120,340.5,-7.4
2026-01-07T15:30:00Z,17.6,182.0,109.2,254.8,92.2,46.1,119.9,274.2,17.4
2026-01-07T15:45:00Z,0.6,228.6,137.2,320.1,84.4,42.2,109.7,313.0,-6.5
2026-01-07T16:00:00Z,12.6,230.8,138.5,323.1,68.9,34.4,89.5,299.7,-15.9
2026-01-07T16:15:00Z,12.9,280.7,168.4,350,66.6,33.3,86.6,347.3,7.4
2026-01-07T16:30:00Z,3.0,262.9,157.7,350,67.2,33.6,87.3,330.1,12.3
2026-01-07T16:45:00Z,16.1,218.6,131.1,306.0,82.7,41.3,107.5,301.3,-19.9
2026-01-07T17:00:00Z,41.4,180.3,108.2,252.4,58.6,29.3,76.2,238.9,8.2
2026-01-07T17:15:00Z,23.4,266.7,160.0,350,46.2,23.1,60.1,312.9,-33.5
2026-01-07T17:30:00Z,4.8,253.2,151.9,350,55.3,27.7,71.9,308.5,-7.7
2026-01-07T17:45:00Z,19.3,237.1,142.3,332.0,51.4,25.7,66.8,288.5,13.0
2026-01-07T18:00:00Z,19.4,267.0,160.2,350,25.8,12.9,33.6,292.8,21.5
2026-01-07T18:15:00Z,25.1,222.8,133.7,311.9,25.1,12.5,32.6,247.9,-14.4
2026-01-07T18:30:00Z,44.8,165.2,99.1,231.3,29.1,14.6,37.9,194.3,-15.9
2026-01-07T18:45:00Z,27.0,272.0,163.2,350,25.1,12.6,32.7,297.2,2.1
2026-01-07T19:00:00Z,25.5,243.1,145.8,340.3,11.9,5.9,15.5,255.0,20.5
2026-01-07T19:15:00Z,40.0,236.3,141.8,330.8,11.4,5.7,14.8,247.7,12.7
2026-01-07T19:30:00Z,9.2,213.4,128.0,298.7,12.2,6.1,15.9,225.6,19.1
2026-01-07T19:45:00Z,17.8,244.5,146.7,342.3,10.6,5.3,13.7,255.0,0.7
2026-01-07T20:00:00Z,40.5,205.0,123.0,287.0,0.0,0.0,0.0,205.0,8.3
2026-01-07T20:15:00Z,14.4,249.5,149.7,349.3,0.0,0.0,0.0,249.5,22.7
2026-01-07T20:30:00Z,28.3,255.6,153.3,350,0.0,0.0,0.0,255.6,17.0
2026-01-07T20:45:00Z,13.3,177.7,106.6,248.8,0.0,0.0,0.0,177.7,10.2
2026-01-07T21:00:00Z,28.1,220.2,132.1,308.3,0,0,0.0,220.2,-25.6
2026-01-07T21:15:00Z,24.6,248.9,149.3,348.4,0,0,0.0,248.9,-10.8
2026-01-07T21:30:00Z,8.7,207.2,124.3,290.1,0,0,0.0,207.2,-3.5
2026-01-07T21:45:00Z,33.4,224.3,134.6,314.1,0,0,0.0,224.3,5.6
2026-01-07T22:00:00Z,9.9,205.6,123.4,287.8,0,0,0.0,205.6,5.2
2026-01-07T22:15:00Z,39.3,252.1,151.3,350,0,0,0.0,252.1,21.5
2026-01-07T22:30:00Z,34.4,192.3,115.4,269.2,0,0,0.0,192.3,-22.4
